MCC  <E>  <E^2>
________________________
1 1.92028 3.68749
2 2.0761 4.33449
3 2.12804 4.55015
4 2.05234 4.24548
5 2.03989 4.18846
6 2.03873 4.1792
7 2.0379 4.17258
8 2.02436 4.11641
9 2.06178 4.27847
10 2.09172 4.40811
11 2.0913 4.40339
12 2.1437 4.65304
13 2.18804 4.86428
14 2.22974 5.06558
15 2.26587 5.24003
16 2.29748 5.39268
17 2.33052 5.55632
18 2.35989 5.70178
19 2.38616 5.83193
20 2.44006 6.14033
21 2.48882 6.41936
22 2.50039 6.46964
23 2.51095 6.51554
24 2.52 6.5542
25 2.52496 6.57167
26 2.53223 6.60217
27 2.53895 6.63041
28 2.5452 6.65664
29 2.56802 6.78174
30 2.57114 6.79183
31 2.57506 6.80665
32 2.568 6.7664
33 2.56137 6.72859
34 2.55513 6.693
35 2.54411 6.63624
36 2.53207 6.57564
37 2.52859 6.55403
38 2.52529 6.53356
39 2.52217 6.51414
40 2.52535 6.52677
41 2.53763 6.59132
42 2.54941 6.65335
43 2.57175 6.78514
44 2.58416 6.85182
45 2.58522 6.85352
46 2.5809 6.82832
47 2.58003 6.82033
48 2.57067 6.7728
49 2.56692 6.75086
50 2.56332 6.72981
51 2.56284 6.72423
52 2.56238 6.71886
53 2.55779 6.69357
54 2.55522 6.67797
55 2.55713 6.68524
56 2.56023 6.69901
57 2.56322 6.71231
58 2.57851 6.8018
59 2.59566 6.905
60 2.61224 7.00477
61 2.62532 7.08062
62 2.65342 7.27405
63 2.68063 7.46134
64 2.69268 7.53096
65 2.69777 7.55572
66 2.7027 7.57973
67 2.71 7.61869
68 2.71251 7.62867
69 2.72066 7.67352
70 2.73559 7.76653
71 2.75203 7.87161
72 2.76638 7.96129
73 2.7807 8.05127
74 2.79463 8.13881
75 2.80819 8.22402
76 2.8214 8.30699
77 2.83378 8.38414
78 2.84831 8.47848
79 2.87032 8.63745
80 2.88084 8.70174
81 2.89897 8.82787
82 2.91666 8.95093
83 2.94138 9.14047
84 2.96275 9.29869
85 2.9809 9.4281
86 2.99798 9.54873
87 3.00946 9.62264
88 3.02069 9.69486
89 3.03166 9.76546
90 3.04789 9.88121
91 3.06922 10.046
92 3.08501 10.1591
93 3.10057 10.2708
94 3.10908 10.3234
95 3.11741 10.3748
96 3.12556 10.4252
97 3.13045 10.4513
98 3.13524 10.4769
99 3.13899 10.4953
100 3.14267 10.5133
101 3.14627 10.5309
102 3.16236 10.6524
103 3.18366 10.8275
104 3.20455 10.9992
105 3.21919 11.1087
106 3.23581 11.2378
107 3.248 11.3255
108 3.25937 11.4062
109 3.27224 11.5009
110 3.28487 11.5939
111 3.29727 11.6852
112 3.30708 11.7534
113 3.30743 11.7485
114 3.30917 11.7533
115 3.31088 11.758
116 3.30998 11.7452
117 3.3091 11.7327
118 3.30597 11.7065
119 3.30185 11.6748
120 3.29854 11.6478
121 3.29857 11.6417
122 3.29478 11.6122
123 3.29001 11.5774
124 3.28387 11.5356
125 3.27514 11.4817
126 3.26856 11.4381
127 3.26229 11.3962
128 3.25553 11.3521
129 3.25048 11.3166
130 3.24645 11.2867
131 3.24248 11.2573
132 3.23857 11.2283
133 3.23938 11.2281
134 3.24383 11.2541
135 3.25041 11.2972
136 3.25141 11.2985
137 3.25469 11.316
138 3.25791 11.3332
139 3.26109 11.3501
140 3.26423 11.3668
141 3.26365 11.3581
142 3.26039 11.3333
143 3.25718 11.309
144 3.25402 11.2849
145 3.25076 11.2604
146 3.24594 11.2277
147 3.24156 11.1974
148 3.23863 11.175
149 3.2403 11.1817
150 3.24137 11.1842
151 3.23921 11.1664
152 3.23512 11.1381
153 3.23109 11.1101
154 3.2292 11.0941
155 3.22605 11.0709
156 3.22293 11.0481
157 3.2174 11.0131
158 3.21383 10.9879
159 3.21193 10.9721
160 3.21031 10.958
161 3.20872 10.9441
162 3.20714 10.9304
163 3.20558 10.9169
164 3.20199 10.892
165 3.19782 10.8643
166 3.19575 10.848
167 3.19371 10.8318
168 3.19169 10.8159
169 3.18637 10.783
170 3.18539 10.7732
171 3.1848 10.7658
172 3.18144 10.7427
173 3.1764 10.7115
174 3.17037 10.6759
175 3.16401 10.6391
176 3.15842 10.6057
177 3.15487 10.5819
178 3.15068 10.555
179 3.14502 10.5216
180 3.13978 10.4901
181 3.13543 10.4627
182 3.1334 10.4473
183 3.13053 10.4274
184 3.12674 10.4029
185 3.12237 10.3757
186 3.11692 10.3438
187 3.11149 10.3121
188 3.10743 10.2866
189 3.10326 10.2606
190 3.10108 10.2446
191 3.10118 10.242
192 3.10129 10.2394
193 3.09747 10.2153
194 3.09568 10.2016
195 3.0939 10.1881
196 3.09215 10.1747
197 3.09041 10.1615
198 3.08812 10.1453
199 3.08513 10.1255
200 3.0816 10.1032
201 3.08143 10.0991
202 3.08217 10.1008
203 3.0829 10.1025
204 3.08831 10.1389
205 3.09355 10.1739
206 3.0987 10.2083
207 3.10456 10.2488
208 3.10984 10.2845
209 3.11188 10.295
210 3.1129 10.2987
211 3.11427 10.3047
212 3.11723 10.3222
213 3.12063 10.343
214 3.12399 10.3635
215 3.12817 10.3906
216 3.13231 10.4175
217 3.13413 10.4267
218 3.13865 10.4568
219 3.14494 10.5022
220 3.15489 10.5837
221 3.16216 10.6385
222 3.17035 10.7023
223 3.17847 10.7655
224 3.18285 10.7947
225 3.18821 10.8324
226 3.19353 10.8697
227 3.19753 10.8959
228 3.20341 10.9384
229 3.20615 10.9548
230 3.20887 10.971
231 3.21156 10.987
232 3.21508 11.0096
233 3.21755 11.024
234 3.22154 11.0505
235 3.22549 11.0768
236 3.22916 11.1008
237 3.2328 11.1246
238 3.23909 11.1719
239 3.24534 11.2188
240 3.25153 11.2653
241 3.25767 11.3114
242 3.26506 11.37
243 3.27347 11.4392
244 3.27801 11.4709
245 3.28124 11.4917
246 3.2839 11.5079
247 3.28653 11.524
248 3.28577 11.5162
249 3.28397 11.5023
250 3.28559 11.5108
251 3.28688 11.5168
252 3.28934 11.5317
253 3.29467 11.5711
254 3.29932 11.6044
255 3.30393 11.6375
256 3.30923 11.6768
257 3.31239 11.6975
258 3.31498 11.7135
259 3.31755 11.7295
260 3.3201 11.7453
261 3.32263 11.761
262 3.32514 11.7766
263 3.32941 11.807
264 3.33381 11.8387
265 3.33773 11.8662
266 3.34162 11.8935
267 3.34548 11.9205
268 3.34966 11.9505
269 3.35201 11.9649
270 3.35501 11.9848
271 3.35845 12.0084
272 3.35959 12.0138
273 3.36073 12.0191
274 3.3627 12.0308
275 3.36955 12.0872
276 3.37612 12.1407
277 3.38342 12.202
278 3.39067 12.2629
279 3.3966 12.3102
280 3.40248 12.3572
281 3.4085 12.4055
282 3.41431 12.4518
283 3.42094 12.5068
284 3.42366 12.5246
285 3.42525 12.5334
286 3.42547 12.5322
287 3.42569 12.5309
288 3.42592 12.5297
289 3.42817 12.5438
290 3.43041 12.5579
291 3.4327 12.5725
292 3.43809 12.6153
293 3.44284 12.6518
294 3.4483 12.6954
295 3.45277 12.7294
296 3.45767 12.7676
297 3.46213 12.8017
298 3.46686 12.8384
299 3.47156 12.8748
300 3.47569 12.9058
301 3.4792 12.9312
302 3.47847 12.9236
303 3.47638 12.9077
304 3.47337 12.8867
305 3.47137 12.8714
306 3.46847 12.8512
307 3.46494 12.8278
308 3.46084 12.8019
309 3.45744 12.7793
310 3.45383 12.7557
311 3.45186 12.7406
312 3.4499 12.7257
313 3.45096 12.7307
314 3.45355 12.748
315 3.45737 12.7765
316 3.46177 12.8104
317 3.46356 12.8212
318 3.46533 12.8319
319 3.4671 12.8425
320 3.46885 12.8531
321 3.46982 12.8575
322 3.47217 12.8731
323 3.4745 12.8885
324 3.47851 12.9191
325 3.48087 12.9348
326 3.48493 12.9658
327 3.48708 12.9799
328 3.48996 13.0001
329 3.49281 13.0202
330 3.49565 13.0402
331 3.49847 13.0601
332 3.50102 13.0777
333 3.5022 13.0839
334 3.50131 13.0755
335 3.5003 13.0663
336 3.49928 13.0571
337 3.49846 13.0492
338 3.49595 13.0314
339 3.49316 13.0121
340 3.49039 12.9929
341 3.489 12.9815
342 3.48769 12.9706
343 3.48638 12.9598
344 3.48479 12.9472
345 3.48475 12.9445
346 3.48381 12.936
347 3.48308 12.9288
348 3.48237 12.9217
349 3.48165 12.9147
350 3.48095 12.9076
351 3.48058 12.9029
352 3.47992 12.8962
353 3.47808 12.8824
354 3.47607 12.8676
355 3.47435 12.8545
356 3.47385 12.8489
357 3.4732 12.8423
358 3.47388 12.8451
359 3.47456 12.8478
360 3.47523 12.8504
361 3.4759 12.8531
362 3.47575 12.8499
363 3.47635 12.8521
364 3.47694 12.8543
365 3.47754 12.8565
366 3.47887 12.8643
367 3.47961 12.8676
368 3.47973 12.8663
369 3.47985 12.8651
370 3.47997 12.8639
371 3.4795 12.8587
372 3.48044 12.8636
373 3.48138 12.8684
374 3.4823 12.8732
375 3.48516 12.8941
376 3.48716 12.9076
377 3.48915 12.921
378 3.49 12.9252
379 3.4911 12.9314
380 3.491 12.9287
381 3.48859 12.9121
382 3.48619 12.8957
383 3.48381 12.8793
384 3.48143 12.863
385 3.48085 12.8571
386 3.48028 12.8513
387 3.48129 12.8569
388 3.48227 12.8622
389 3.48247 12.8617
390 3.48176 12.8551
391 3.48265 12.8597
392 3.4826 12.8575
393 3.48408 12.8668
394 3.48479 12.8701
395 3.48536 12.8723
396 3.48592 12.8745
397 3.48774 12.8867
398 3.48799 12.8867
399 3.48736 12.8806
400 3.48743 12.8793
401 3.48924 12.8915
402 3.4911 12.9041
403 3.49254 12.9132
404 3.49463 12.9277
405 3.49563 12.9334
406 3.49493 12.9269
407 3.49423 12.9205
408 3.49274 12.9093
409 3.49035 12.8931
410 3.48878 12.8815
411 3.48722 12.8699
412 3.48679 12.8652
413 3.48591 12.8577
414 3.48435 12.8461
415 3.48413 12.8429
416 3.48356 12.8374
417 3.48289 12.8312
418 3.48248 12.8267
419 3.48343 12.8321
420 3.48377 12.8328
421 3.48411 12.8336
422 3.48458 12.8353
423 3.48447 12.8329
424 3.48321 12.8232
425 3.48139 12.8103
426 3.47969 12.7981
427 3.478 12.7859
428 3.47562 12.7702
429 3.4732 12.7543
430 3.47049 12.737
431 3.46714 12.7169
432 3.46377 12.6969
433 3.4612 12.6803
434 3.45877 12.6644
435 3.45585 12.6463
436 3.45405 12.6337
437 3.45204 12.62
438 3.45005 12.6063
439 3.44887 12.5972
440 3.44859 12.5938
441 3.44832 12.5903
442 3.44805 12.5869
443 3.44747 12.5815
444 3.44661 12.5743
445 3.4456 12.5662
446 3.44456 12.558
447 3.44391 12.5522
448 3.4421 12.5396
449 3.44052 12.5283
450 3.43978 12.5219
451 3.43904 12.5155
452 3.43738 12.5039
453 3.43668 12.4977
454 3.43474 12.4846
455 3.4328 12.4715
456 3.43106 12.4594
457 3.43059 12.4548
458 3.42938 12.4456
459 3.42817 12.4365
460 3.42696 12.4274
461 3.42457 12.4122
462 3.42288 12.4005
463 3.42121 12.3888
464 3.41939 12.3764
465 3.41758 12.3641
466 3.41581 12.352
467 3.41405 12.34
