MCC  <E>  <E^2>
________________________
1 2.63471 6.94169
2 2.67551 7.16003
3 2.72584 7.43636
4 2.77367 7.70475
5 2.81164 7.92027
6 2.83869 8.0743
7 2.85802 8.18432
8 2.87466 8.27969
9 2.8874 8.3526
10 2.89759 8.41093
11 2.89357 8.38646
12 2.89013 8.36554
13 2.8821 8.31901
14 2.87979 8.30488
15 2.87779 8.29264
16 2.87604 8.28192
17 2.8745 8.27247
18 2.87474 8.2733
19 2.87495 8.27405
20 2.87514 8.27472
21 2.87532 8.27533
22 2.87151 8.25338
23 2.86803 8.23333
24 2.86615 8.22234
25 2.85897 8.18218
26 2.85236 8.14519
27 2.84417 8.09993
28 2.8405 8.07903
29 2.84228 8.08889
30 2.85014 8.13507
31 2.85747 8.17812
32 2.86416 8.21741
33 2.87882 8.30806
34 2.89262 8.39337
35 2.90109 8.44415
36 2.91121 8.50577
37 2.92173 8.57029
38 2.93467 8.65139
39 2.94775 8.73384
40 2.96004 8.81123
41 2.97596 8.91464
42 2.99472 9.03966
43 3.01636 9.18782
44 3.03565 9.31849
45 3.0443 9.37208
46 3.05465 9.43776
47 3.06456 9.50063
48 3.07293 9.55304
49 3.07895 9.58959
50 3.08474 9.62467
51 3.09248 9.6734
52 3.09994 9.72025
53 3.11182 9.79932
54 3.12326 9.87547
55 3.13495 9.95379
56 3.14622 10.0293
57 3.14994 10.0512
58 3.15278 10.0673
59 3.15547 10.0826
60 3.15807 10.0973
61 3.15973 10.1059
62 3.16133 10.1143
63 3.16059 10.1077
64 3.16017 10.1032
65 3.15977 10.0989
66 3.15938 10.0947
67 3.15916 10.0916
68 3.16132 10.1039
69 3.16171 10.1048
70 3.16474 10.1231
71 3.16898 10.1497
72 3.17311 10.1756
73 3.1764 10.1958
74 3.17961 10.2155
75 3.18053 10.22
76 3.18182 10.227
77 3.18307 10.2337
78 3.18678 10.2571
79 3.1904 10.2799
80 3.19519 10.3111
81 3.19987 10.3415
82 3.20318 10.3623
83 3.20205 10.354
84 3.20095 10.3458
85 3.19988 10.3379
86 3.19759 10.3225
87 3.19535 10.3075
88 3.19295 10.2916
89 3.19059 10.2759
90 3.1883 10.2607
91 3.1839 10.2334
92 3.17961 10.2067
93 3.17909 10.2024
94 3.17858 10.1981
95 3.17863 10.1974
96 3.17832 10.1946
97 3.17865 10.1957
98 3.17955 10.2006
99 3.17968 10.2004
100 3.1798 10.2003
101 3.17991 10.2002
102 3.18003 10.2
103 3.18014 10.1999
104 3.17867 10.1899
105 3.17626 10.1744
106 3.17169 10.1468
107 3.16721 10.1197
108 3.16277 10.0928
109 3.15841 10.0665
110 3.15321 10.0358
111 3.1481 10.0057
112 3.14336 9.97749
113 3.13934 9.9532
114 3.13483 9.92635
115 3.13006 9.8982
116 3.12538 9.87055
117 3.12163 9.84786
118 3.11794 9.82556
119 3.11421 9.80309
120 3.11054 9.78101
121 3.10706 9.75991
122 3.10376 9.73989
123 3.10085 9.72197
124 3.09864 9.70805
125 3.09734 9.69935
126 3.09606 9.6908
127 3.09481 9.68237
128 3.09419 9.67781
129 3.09359 9.67332
130 3.093 9.6689
131 3.09241 9.66454
132 3.09099 9.65526
133 3.08836 9.63915
134 3.08577 9.62328
135 3.08399 9.61198
136 3.08224 9.60085
137 3.08127 9.59427
138 3.08182 9.597
139 3.0829 9.60308
140 3.08441 9.612
141 3.08621 9.62289
142 3.08774 9.632
143 3.08926 9.64099
144 3.09075 9.64985
145 3.09204 9.65742
146 3.09362 9.66684
147 3.09425 9.67015
148 3.09487 9.67341
149 3.09548 9.67663
150 3.09694 9.68533
151 3.09834 9.69369
152 3.09823 9.69237
153 3.09754 9.68758
154 3.09686 9.68285
155 3.09619 9.67817
156 3.09509 9.67093
157 3.09439 9.66608
158 3.09369 9.6613
159 3.09301 9.65657
160 3.09234 9.65194
161 3.09185 9.64841
162 3.09053 9.63995
163 3.08922 9.63158
164 3.08792 9.62333
165 3.08664 9.61517
166 3.08655 9.61405
167 3.08645 9.61294
168 3.08611 9.6103
169 3.08669 9.61344
170 3.08817 9.62248
171 3.08964 9.63142
172 3.09014 9.63401
173 3.09062 9.63657
174 3.09103 9.6386
175 3.09051 9.63498
176 3.09 9.6314
177 3.09026 9.63254
178 3.08995 9.63019
179 3.09101 9.6365
180 3.092 9.64231
181 3.09191 9.64131
182 3.09319 9.64908
183 3.09443 9.65655
184 3.09613 9.66721
185 3.09651 9.66915
186 3.09689 9.67107
187 3.09716 9.67235
188 3.09677 9.66952
189 3.09611 9.66508
190 3.0949 9.65747
191 3.094 9.65163
192 3.09204 9.63983
193 3.09014 9.62839
194 3.08792 9.61522
195 3.08573 9.60218
196 3.08368 9.58998
197 3.08215 9.58058
198 3.08063 9.57127
199 3.07916 9.56221
200 3.07829 9.5566
201 3.07743 9.55105
202 3.076 9.54225
203 3.07439 9.5325
204 3.0733 9.52563
205 3.07251 9.52054
206 3.07174 9.51551
207 3.07097 9.51052
208 3.0708 9.50908
209 3.07063 9.50767
210 3.06983 9.50253
211 3.06904 9.49744
212 3.06804 9.49114
213 3.06736 9.48671
214 3.0662 9.47949
215 3.06504 9.47233
216 3.0639 9.46525
217 3.06276 9.45822
218 3.06164 9.45126
219 3.06061 9.44484
220 3.05921 9.43633
221 3.05799 9.42887
222 3.05677 9.42136
223 3.05555 9.41391
224 3.05435 9.40653
225 3.05283 9.39741
226 3.05181 9.3911
227 3.05172 9.39018
228 3.05208 9.3921
229 3.05245 9.39401
230 3.0528 9.39591
231 3.05316 9.39779
232 3.05347 9.39936
233 3.05377 9.40092
234 3.05422 9.40335
235 3.05466 9.40576
236 3.05509 9.40814
237 3.05607 9.41405
238 3.05664 9.41728
239 3.05626 9.41466
240 3.05588 9.41207
241 3.05618 9.41364
242 3.05648 9.41519
243 3.05598 9.41189
244 3.05548 9.40862
245 3.05499 9.40537
246 3.05405 9.39956
247 3.05312 9.39381
248 3.0534 9.39524
249 3.05368 9.39666
250 3.05372 9.39659
251 3.05385 9.39716
252 3.05399 9.39772
253 3.05437 9.39976
254 3.0549 9.40285
255 3.05544 9.40592
256 3.05593 9.40871
257 3.05642 9.41148
258 3.0569 9.41423
259 3.05763 9.41856
260 3.05836 9.42286
261 3.05812 9.42115
262 3.0578 9.41893
263 3.0576 9.41748
264 3.05649 9.41077
265 3.05539 9.40411
266 3.05443 9.3982
267 3.05347 9.39233
268 3.05272 9.38763
269 3.05217 9.38412
270 3.05118 9.37811
271 3.0502 9.37214
272 3.04923 9.36622
273 3.04827 9.36034
274 3.04731 9.3545
275 3.04636 9.34871
276 3.04563 9.34419
277 3.045 9.34019
278 3.04397 9.33398
279 3.04314 9.32885
280 3.04266 9.32577
281 3.04219 9.32271
282 3.04217 9.32239
283 3.04216 9.32207
284 3.04172 9.31921
285 3.04128 9.31637
286 3.04155 9.31777
287 3.04181 9.31917
288 3.04208 9.32056
289 3.04179 9.31859
290 3.0415 9.31664
291 3.04121 9.3147
292 3.04093 9.31278
293 3.04107 9.31342
294 3.04121 9.31406
295 3.04135 9.3147
296 3.04137 9.31459
297 3.04086 9.31136
298 3.04036 9.30815
299 3.03968 9.30395
300 3.0393 9.30145
301 3.03896 9.29921
302 3.03888 9.29854
303 3.03852 9.29616
304 3.03822 9.29418
305 3.03793 9.29221
306 3.03739 9.28882
307 3.03735 9.28834
308 3.0373 9.28787
309 3.03701 9.28589
310 3.03665 9.28357
311 3.03665 9.28337
312 3.03665 9.28318
313 3.03608 9.27963
314 3.03492 9.27278
315 3.03376 9.26596
316 3.0326 9.25919
317 3.03189 9.25481
318 3.03117 9.25045
319 3.03066 9.24724
320 3.03053 9.24625
321 3.0304 9.24526
322 3.03027 9.24428
323 3.03051 9.24555
324 3.03074 9.24682
325 3.03086 9.24734
326 3.03098 9.24786
327 3.03069 9.24594
328 3.0304 9.24404
329 3.03022 9.2428
330 3.03002 9.24139
331 3.02969 9.23928
332 3.02944 9.23758
333 3.02946 9.23755
334 3.02902 9.23476
335 3.02858 9.23198
336 3.02901 9.23447
337 3.02987 9.23974
