MCC  <E>  <E^2>
________________________
1 2.87549 8.26843
2 2.85019 8.12422
3 2.88881 8.34865
4 2.90812 8.46086
5 2.95489 8.74304
6 2.98606 8.93116
7 2.98701 8.93474
8 2.98405 8.91556
9 2.98284 8.90711
10 2.98187 8.90035
11 2.98107 8.89483
12 2.98113 8.89449
13 2.98118 8.8942
14 2.9774 8.87139
15 2.98267 8.9028
16 3.00107 9.01756
17 3.01163 9.08217
18 3.01439 9.09826
19 3.01402 9.09539
20 3.01368 9.09281
21 3.01402 9.09437
22 3.01433 9.09578
23 3.01926 9.12565
24 3.02378 9.15304
25 3.03732 9.23907
26 3.04981 9.31849
27 3.06138 9.39203
28 3.08039 9.51781
29 3.09808 9.63491
30 3.11941 9.77951
31 3.13664 9.89461
32 3.15279 10.0025
33 3.16796 10.1039
34 3.18224 10.1993
35 3.1957 10.2892
36 3.20451 10.3462
37 3.20886 10.3727
38 3.21299 10.3978
39 3.21691 10.4217
40 3.21848 10.4301
41 3.21997 10.438
42 3.22139 10.4456
43 3.22007 10.4356
44 3.2198 10.4323
45 3.21975 10.4306
46 3.21971 10.4289
47 3.21696 10.4102
48 3.21472 10.3948
49 3.21257 10.38
50 3.21051 10.3658
51 3.21099 10.3677
52 3.21227 10.3749
53 3.2135 10.3818
54 3.21421 10.3854
55 3.21489 10.3888
56 3.21676 10.4001
57 3.21456 10.3853
58 3.21244 10.371
59 3.21038 10.3572
60 3.2084 10.3438
61 3.20607 10.3284
62 3.20255 10.3058
63 3.19915 10.2839
64 3.19531 10.2595
65 3.19158 10.2359
66 3.18797 10.2129
67 3.18546 10.1966
68 3.18243 10.1772
69 3.17957 10.1588
70 3.17787 10.1475
71 3.17622 10.1365
72 3.17516 10.1292
73 3.17413 10.1221
74 3.17427 10.1223
75 3.17487 10.1256
76 3.17546 10.1288
77 3.17604 10.1319
78 3.17676 10.1359
79 3.17687 10.1361
80 3.17698 10.1362
81 3.17709 10.1364
82 3.1772 10.1366
83 3.1758 10.1273
84 3.1736 10.1132
85 3.17144 10.0995
86 3.16934 10.086
87 3.1663 10.0671
88 3.1628 10.0456
89 3.15901 10.0224
90 3.15657 10.007
91 3.15418 9.99196
92 3.15071 9.97071
93 3.14717 9.9491
94 3.14371 9.92796
95 3.14057 9.90867
96 3.13777 9.89138
97 3.13501 9.87436
98 3.13232 9.85769
99 3.12912 9.8382
100 3.1263 9.8209
101 3.12371 9.80491
102 3.12157 9.79152
103 3.11947 9.7784
104 3.11699 9.76311
105 3.1143 9.74664
106 3.11166 9.73049
107 3.10907 9.71464
108 3.10652 9.69909
109 3.10385 9.6828
110 3.1018 9.67009
111 3.09985 9.65797
112 3.09793 9.64607
113 3.09659 9.63751
114 3.09527 9.62909
115 3.09272 9.61368
116 3.09046 9.59986
117 3.08824 9.58628
118 3.08563 9.57054
119 3.08306 9.55507
120 3.08117 9.54343
121 3.07931 9.53198
122 3.07884 9.52867
123 3.07837 9.52541
124 3.0772 9.51798
125 3.07648 9.51324
126 3.07541 9.5064
127 3.07492 9.50306
128 3.0758 9.5082
129 3.07687 9.51455
130 3.07792 9.5208
131 3.07896 9.52695
132 3.07996 9.53289
133 3.08078 9.53768
134 3.08126 9.54037
135 3.08188 9.54386
136 3.08248 9.5473
137 3.0836 9.55401
138 3.08481 9.56138
139 3.08601 9.56866
140 3.08751 9.5779
141 3.0891 9.58771
142 3.09044 9.59594
143 3.09176 9.60405
144 3.09307 9.61206
145 3.0949 9.62357
146 3.09767 9.64155
147 3.10118 9.66476
148 3.10443 9.68616
149 3.10728 9.70473
150 3.10951 9.71904
151 3.11235 9.73756
152 3.11429 9.74992
153 3.11622 9.76212
154 3.11852 9.77695
155 3.12133 9.79538
156 3.12368 9.8106
157 3.12642 9.82854
158 3.12838 9.84104
159 3.13031 9.85338
160 3.13222 9.86557
161 3.133 9.87024
162 3.1343 9.87827
163 3.13557 9.88621
164 3.13878 9.9077
165 3.14212 9.93014
166 3.14491 9.94865
167 3.14767 9.96693
168 3.1504 9.98499
169 3.15274 10.0003
170 3.15409 10.0088
171 3.15542 10.0171
172 3.15674 10.0254
173 3.15804 10.0336
174 3.15933 10.0417
175 3.16061 10.0496
176 3.16049 10.0486
177 3.16023 10.0466
178 3.16039 10.0473
179 3.16054 10.0479
180 3.16069 10.0485
181 3.16105 10.0505
182 3.1614 10.0524
183 3.16175 10.0543
184 3.16148 10.0523
185 3.16101 10.0491
186 3.16054 10.0458
187 3.15912 10.0369
188 3.15771 10.0281
189 3.15632 10.0194
190 3.15596 10.0168
191 3.1556 10.0143
192 3.15551 10.0134
193 3.15542 10.0126
194 3.15533 10.0117
195 3.15524 10.0109
196 3.15516 10.0101
197 3.15515 10.0098
198 3.15463 10.0062
199 3.1539 10.0014
200 3.15317 9.99671
201 3.15282 9.99425
202 3.15224 9.99041
203 3.15233 9.99067
204 3.1521 9.98898
205 3.15187 9.98731
206 3.15139 9.98406
207 3.15085 9.98047
208 3.15035 9.9771
209 3.1494 9.97106
210 3.14846 9.96509
211 3.14756 9.95934
212 3.14697 9.95545
213 3.14612 9.95
214 3.14528 9.9446
215 3.14467 9.94062
216 3.14431 9.93818
217 3.14394 9.93563
218 3.14287 9.92893
219 3.14182 9.9223
220 3.14074 9.91553
221 3.1406 9.91447
222 3.14046 9.91333
223 3.14031 9.9122
224 3.14017 9.91107
225 3.14002 9.90993
226 3.13988 9.9088
227 3.14068 9.91376
228 3.14147 9.91869
229 3.14133 9.91757
230 3.14082 9.91421
231 3.13972 9.90734
232 3.13862 9.90053
233 3.13754 9.89378
234 3.13621 9.88567
235 3.1349 9.87762
236 3.13337 9.86836
237 3.13185 9.85917
238 3.13056 9.85128
239 3.12935 9.84387
240 3.12816 9.83652
241 3.12697 9.82923
242 3.12628 9.8248
243 3.12499 9.8169
244 3.1237 9.80907
245 3.12239 9.80111
246 3.1211 9.79323
247 3.12006 9.78677
248 3.11905 9.78052
249 3.11777 9.77277
250 3.11651 9.76509
251 3.11528 9.75757
252 3.11405 9.75011
253 3.11284 9.74272
254 3.11143 9.73424
255 3.11011 9.72626
256 3.10891 9.71896
257 3.10764 9.71126
258 3.10638 9.70363
259 3.10508 9.69577
260 3.10406 9.6895
261 3.10305 9.68329
262 3.10204 9.67712
263 3.10094 9.67039
264 3.09985 9.66371
265 3.09876 9.65708
266 3.0975 9.64949
267 3.09628 9.64211
268 3.09511 9.63504
269 3.09395 9.62803
270 3.0928 9.62106
271 3.09172 9.61446
272 3.09064 9.6079
273 3.0899 9.60327
274 3.08971 9.60191
275 3.08927 9.59903
276 3.08883 9.59617
277 3.08839 9.59333
278 3.08796 9.59051
279 3.08731 9.58645
280 3.0866 9.58201
281 3.08585 9.57732
282 3.0851 9.57266
283 3.08436 9.56804
284 3.08362 9.56345
285 3.08313 9.56031
286 3.08284 9.55832
287 3.08254 9.55635
288 3.08252 9.55601
289 3.08237 9.55491
290 3.08198 9.55233
291 3.08143 9.5489
292 3.0811 9.54671
293 3.08105 9.54618
294 3.08055 9.54302
295 3.07969 9.53773
296 3.07893 9.53303
297 3.07817 9.52836
298 3.07762 9.52487
299 3.07707 9.5214
300 3.07652 9.51796
301 3.07608 9.51512
302 3.07564 9.5123
303 3.07512 9.509
304 3.07514 9.50894
305 3.07504 9.50816
306 3.07484 9.50679
307 3.07464 9.50542
308 3.07445 9.50407
309 3.07425 9.50268
310 3.07405 9.5013
311 3.07383 9.49983
312 3.07362 9.49836
313 3.07344 9.49711
314 3.07331 9.49612
315 3.07339 9.49649
316 3.07348 9.49685
317 3.07356 9.4972
318 3.07346 9.49646
319 3.07349 9.49648
320 3.07352 9.49651
321 3.07355 9.49653
322 3.07358 9.49655
323 3.0732 9.49412
324 3.07312 9.49348
325 3.0729 9.49198
326 3.07258 9.48992
327 3.07227 9.48787
328 3.07206 9.48642
329 3.07184 9.48497
330 3.07163 9.48352
331 3.07128 9.48129
332 3.07093 9.47905
333 3.07053 9.47645
334 3.07056 9.47653
335 3.07075 9.47758
336 3.07095 9.47863
337 3.07041 9.47526
338 3.06987 9.47192
339 3.06934 9.46864
340 3.06887 9.46566
341 3.06848 9.46318
342 3.06813 9.46094
343 3.06772 9.45833
344 3.06731 9.45574
345 3.0669 9.45316
346 3.06653 9.45081
347 3.06617 9.44848
348 3.06554 9.44464
349 3.06499 9.44126
350 3.06435 9.43734
351 3.06382 9.43407
352 3.0633 9.43081
353 3.06292 9.42843
354 3.0627 9.42697
355 3.06249 9.42552
356 3.06211 9.42314
357 3.06209 9.42287
358 3.06209 9.42278
359 3.0621 9.42268
360 3.06211 9.42264
361 3.06213 9.4226
362 3.06224 9.42317
363 3.06193 9.4212
364 3.06163 9.41924
365 3.06157 9.41874
366 3.06151 9.41825
367 3.06152 9.41819
368 3.06153 9.41814
369 3.06188 9.42022
370 3.06202 9.42096
371 3.06165 9.41862
372 3.0613 9.41641
373 3.06099 9.41443
374 3.06079 9.41307
375 3.0606 9.41179
376 3.06013 9.40889
377 3.05952 9.4052
378 3.05892 9.40152
379 3.05809 9.3966
380 3.05727 9.3917
381 3.05661 9.38774
382 3.05596 9.3838
383 3.05521 9.37933
384 3.05432 9.37408
385 3.05352 9.36931
386 3.05277 9.36485
387 3.05197 9.36006
388 3.05128 9.35591
389 3.0507 9.35241
390 3.05 9.34819
391 3.04945 9.34485
392 3.0489 9.34153
393 3.04836 9.33822
394 3.04778 9.33471
395 3.04733 9.3319
396 3.04674 9.32835
397 3.04637 9.326
398 3.04599 9.32366
399 3.04562 9.32133
400 3.04525 9.31902
401 3.04507 9.31781
402 3.04489 9.31662
403 3.04471 9.31543
404 3.04453 9.31424
405 3.04426 9.3125
406 3.04421 9.31213
407 3.04412 9.31146
408 3.04418 9.31173
409 3.0444 9.31298
410 3.04435 9.31252
411 3.04446 9.31311
412 3.04455 9.31353
413 3.04421 9.3114
414 3.04387 9.30928
415 3.04353 9.30717
416 3.04328 9.30558
417 3.04276 9.30243
418 3.04231 9.29966
419 3.04205 9.29797
420 3.04176 9.29618
421 3.04148 9.2944
422 3.0412 9.29263
423 3.04093 9.29089
424 3.04066 9.28915
425 3.04034 9.28715
426 3.0399 9.28445
427 3.03969 9.28312
428 3.03915 9.27987
429 3.03862 9.27664
430 3.03808 9.27342
431 3.03755 9.27021
432 3.03702 9.26701
433 3.03649 9.26383
434 3.0361 9.2614
435 3.03576 9.2593
436 3.03543 9.25721
437 3.03509 9.25513
438 3.03485 9.25359
439 3.03479 9.25315
440 3.03474 9.25272
441 3.03451 9.25126
442 3.03464 9.25194
443 3.03481 9.2529
444 3.03495 9.25365
445 3.03521 9.25518
446 3.03537 9.25607
447 3.03553 9.25695
448 3.03569 9.25783
449 3.03585 9.25871
450 3.03589 9.25889
451 3.03577 9.25806
452 3.0357 9.25756
453 3.03564 9.25707
454 3.03557 9.25658
455 3.03538 9.25536
456 3.0352 9.25416
457 3.03488 9.25218
458 3.03471 9.25105
459 3.03485 9.25185
460 3.03461 9.25035
461 3.03457 9.24999
462 3.03448 9.24934
463 3.03438 9.24866
464 3.03428 9.24799
465 3.03399 9.24618
466 3.03382 9.24508
467 3.03365 9.24398
468 3.03349 9.24289
469 3.03327 9.24149
470 3.03319 9.24094
471 3.03298 9.23959
472 3.0328 9.23846
473 3.03237 9.23585
474 3.03195 9.23326
475 3.03152 9.23067
476 3.03109 9.22809
477 3.03067 9.22552
478 3.03025 9.223
479 3.02975 9.21996
480 3.02919 9.21666
481 3.02859 9.21312
482 3.028 9.2096
483 3.0274 9.20609
484 3.02693 9.20327
485 3.02659 9.20119
486 3.02618 9.19871
487 3.02578 9.19624
488 3.02539 9.19387
489 3.02477 9.19026
490 3.02416 9.18666
491 3.02355 9.18308
492 3.02297 9.17963
493 3.02242 9.17635
494 3.02197 9.17365
495 3.02145 9.17059
496 3.02094 9.16754
497 3.02035 9.16407
498 3.01976 9.16059
499 3.0193 9.15783
500 3.01884 9.15507
501 3.01838 9.15233
502 3.01803 9.15021
503 3.01769 9.1481
504 3.01725 9.14546
505 3.01692 9.14344
506 3.01648 9.14081
507 3.01612 9.1386
508 3.01591 9.13729
509 3.0157 9.13597
510 3.01549 9.13467
511 3.01529 9.13337
512 3.01527 9.1332
513 3.01532 9.1334
514 3.01528 9.1331
515 3.01526 9.13288
516 3.01523 9.1326
517 3.01519 9.13232
518 3.01516 9.13204
519 3.01513 9.13176
520 3.01491 9.13043
521 3.01471 9.12915
522 3.01443 9.12744
523 3.01424 9.12623
524 3.01417 9.1257
525 3.01389 9.12397
526 3.01379 9.12332
527 3.01334 9.12065
528 3.01293 9.11817
529 3.01258 9.11607
530 3.01249 9.11543
531 3.0123 9.11425
532 3.01212 9.11309
533 3.01205 9.11258
534 3.0116 9.10992
535 3.01113 9.10713
536 3.01065 9.10427
537 3.01026 9.10196
538 3.00982 9.09934
539 3.00951 9.09746
540 3.0095 9.0973
541 3.00942 9.09677
542 3.00931 9.09603
543 3.00916 9.09508
544 3.00891 9.09352
545 3.00866 9.09197
546 3.00827 9.08965
547 3.00803 9.08815
548 3.00779 9.08665
549 3.00763 9.08566
550 3.00748 9.08468
551 3.00748 9.08462
552 3.00729 9.08339
553 3.0073 9.08343
554 3.00737 9.08376
555 3.00731 9.08333
556 3.0072 9.0826
557 3.00709 9.08187
558 3.00698 9.08115
559 3.00695 9.08087
560 3.00691 9.0806
561 3.00668 9.07916
562 3.00645 9.07772
563 3.00621 9.07629
564 3.00598 9.07486
565 3.00575 9.07344
566 3.00565 9.07276
567 3.00555 9.07207
568 3.00544 9.07139
569 3.00546 9.07145
570 3.00541 9.07103
571 3.00551 9.07158
572 3.00589 9.0739
573 3.00599 9.07442
574 3.00608 9.07493
575 3.00622 9.0757
576 3.00636 9.07646
577 3.00612 9.07503
578 3.00589 9.0736
579 3.00566 9.07218
580 3.00554 9.0714
581 3.00536 9.07026
582 3.00518 9.06914
583 3.005 9.06802
584 3.00511 9.06864
585 3.00528 9.0696
586 3.00557 9.07131
587 3.00573 9.07219
588 3.00553 9.07099
589 3.00534 9.0698
590 3.00509 9.06827
591 3.00469 9.06589
592 3.00431 9.0636
593 3.00404 9.062
594 3.00393 9.06128
595 3.00376 9.06019
596 3.00359 9.0591
597 3.00368 9.0596
598 3.00382 9.0604
599 3.00396 9.06119
600 3.00398 9.06127
601 3.00401 9.06136
602 3.00415 9.06216
603 3.00406 9.06159
604 3.00394 9.06079
605 3.0039 9.06047
606 3.00385 9.06015
607 3.00381 9.05983
608 3.00377 9.05951
609 3.00371 9.05911
610 3.00365 9.05872
611 3.00347 9.0576
612 3.00352 9.05779
613 3.00357 9.05804
614 3.00348 9.05748
615 3.00329 9.05625
616 3.00309 9.05504
617 3.00302 9.05457
618 3.00305 9.0547
