MCC  <E>  <E^2>
________________________
1 2.35793 5.55985
2 2.39462 5.73554
3 2.38551 5.69171
4 2.41224 5.82184
5 2.44093 5.96378
6 2.46006 6.05841
7 2.47372 6.126
8 2.50229 6.27303
9 2.52451 6.38739
10 2.54228 6.47888
11 2.55236 6.52983
12 2.57778 6.66602
13 2.59928 6.78127
14 2.60281 6.79803
15 2.60587 6.81255
16 2.60855 6.82526
17 2.60786 6.8204
18 2.61767 6.87224
19 2.62591 6.91563
20 2.64275 7.00873
21 2.6523 7.05995
22 2.67423 7.18569
23 2.69425 7.30048
24 2.7126 7.40572
25 2.73004 7.50604
26 2.74613 7.59864
27 2.76172 7.68867
28 2.77486 7.76388
29 2.785 7.82091
30 2.79317 7.8663
31 2.80629 7.94281
32 2.80223 7.91844
33 2.79841 7.89554
34 2.8004 7.90488
35 2.80226 7.91368
36 2.79764 7.88682
37 2.7961 7.87671
38 2.79465 7.86712
39 2.79327 7.85803
40 2.79196 7.84939
41 2.79072 7.84117
42 2.79364 7.85656
43 2.79642 7.87122
44 2.80768 7.93863
45 2.81844 8.00304
46 2.82874 8.06465
47 2.84955 8.20145
48 2.87062 8.34108
49 2.88434 8.42704
50 2.89751 8.50955
51 2.90416 8.54807
52 2.91054 8.58511
53 2.91748 8.62586
54 2.92628 8.67932
55 2.93686 8.74524
56 2.94596 8.80119
57 2.9597 8.89077
58 2.97297 8.97725
59 2.98578 9.06081
60 2.99818 9.14158
61 3.01093 9.22546
62 3.01566 9.25274
63 3.01941 9.27376
64 3.02305 9.29412
65 3.02854 9.32692
66 3.03387 9.35873
67 3.04599 9.43979
68 3.05164 9.47399
69 3.05712 9.5072
70 3.06245 9.53947
71 3.06654 9.56341
72 3.06919 9.57796
73 3.07177 9.59211
74 3.0781 9.63186
75 3.08426 9.67055
76 3.09026 9.70822
77 3.0897 9.70271
78 3.08915 9.69734
79 3.0873 9.68421
80 3.08188 9.6512
81 3.07555 9.61353
82 3.06937 9.57678
83 3.06335 9.54092
84 3.05951 9.5168
85 3.05793 9.50548
86 3.05524 9.48785
87 3.05433 9.48064
88 3.05631 9.49133
89 3.0537 9.47428
90 3.05114 9.4576
91 3.04786 9.43696
92 3.04466 9.41676
93 3.04421 9.41244
94 3.04271 9.40201
95 3.04225 9.39771
96 3.03951 9.38028
97 3.03557 9.35635
98 3.03033 9.32577
99 3.02663 9.30328
100 3.02301 9.28124
101 3.01951 9.25991
102 3.0192 9.25664
103 3.01848 9.251
104 3.01843 9.24934
105 3.01786 9.24463
106 3.01731 9.24002
107 3.01676 9.2355
108 3.01623 9.23105
109 3.01863 9.24494
110 3.02069 9.25662
111 3.02271 9.2681
112 3.02469 9.27937
113 3.02664 9.29044
114 3.03136 9.32038
115 3.03692 9.35648
116 3.04238 9.39196
117 3.04924 9.43806
118 3.05598 9.48337
119 3.05878 9.5002
120 3.06154 9.51676
121 3.06417 9.53253
122 3.06562 9.5405
123 3.06705 9.54835
124 3.06735 9.54904
125 3.06764 9.54973
126 3.06877 9.55572
127 3.07209 9.57642
128 3.07343 9.58379
129 3.07475 9.59105
130 3.07882 9.61717
131 3.08282 9.64289
132 3.08677 9.66822
133 3.09125 9.69753
134 3.09567 9.72641
135 3.10033 9.75713
136 3.10492 9.7874
137 3.10945 9.81723
138 3.11391 9.84663
139 3.1183 9.87562
140 3.12448 9.91841
141 3.13038 9.95909
142 3.13629 9.9999
143 3.14218 10.0406
144 3.14968 10.0947
145 3.15826 10.1583
146 3.16369 10.1956
147 3.16823 10.2261
148 3.17135 10.246
149 3.17607 10.278
