MCC  <E>  <E^2>
________________________
1 3.10831 9.6616
2 3.10831 9.6616
3 3.09452 9.57642
4 3.08762 9.53384
5 3.08348 9.50828
6 3.08073 9.49125
7 3.07212 9.43868
8 3.07244 9.44054
9 3.07268 9.44198
10 3.07288 9.44314
11 3.07868 9.47908
12 3.08351 9.50904
13 3.0848 9.51697
14 3.0838 9.51071
15 3.08293 9.50529
16 3.08386 9.51101
17 3.08168 9.49759
18 3.07974 9.48567
19 3.07942 9.48367
20 3.08084 9.49242
21 3.07976 9.4857
22 3.07877 9.47959
23 3.07786 9.47402
24 3.07483 9.45554
25 3.07204 9.43854
26 3.07057 9.42951
27 3.06921 9.42116
28 3.06694 9.40733
29 3.06506 9.39588
30 3.0645 9.39242
31 3.06368 9.38738
32 3.06264 9.38098
33 3.06166 9.37497
34 3.06063 9.36867
35 3.06154 9.37422
36 3.06188 9.37628
37 3.06273 9.38149
38 3.06354 9.38643
39 3.06466 9.3933
40 3.06572 9.39983
41 3.06673 9.40604
42 3.0673 9.40955
43 3.06751 9.41081
44 3.06803 9.41393
45 3.06838 9.41606
46 3.06871 9.4181
47 3.06903 9.42005
48 3.0693 9.4217
49 3.06956 9.42328
50 3.06866 9.41777
51 3.06711 9.40832
52 3.06561 9.39924
53 3.06437 9.3917
54 3.06409 9.38997
55 3.06365 9.38721
56 3.06321 9.38454
57 3.06252 9.3803
58 3.06267 9.38118
59 3.06273 9.38157
60 3.06281 9.38203
61 3.06174 9.37554
62 3.0618 9.37587
63 3.06092 9.37047
64 3.06091 9.3704
65 3.05955 9.36221
66 3.05824 9.35426
67 3.05696 9.34655
68 3.05573 9.33907
69 3.05452 9.3318
70 3.05358 9.32608
71 3.05323 9.32389
72 3.05288 9.32175
73 3.05238 9.31873
74 3.0519 9.3158
75 3.05113 9.31109
76 3.05037 9.3065
77 3.04995 9.30391
78 3.04954 9.30139
79 3.04914 9.29893
80 3.04901 9.29813
81 3.04888 9.29735
82 3.04798 9.29188
83 3.04699 9.28588
84 3.04602 9.28003
85 3.04609 9.28048
86 3.04617 9.28093
87 3.04624 9.28136
88 3.04623 9.28124
89 3.04543 9.27641
90 3.04541 9.2763
91 3.04512 9.27452
92 3.04449 9.2707
93 3.04388 9.26696
94 3.04296 9.26142
95 3.04182 9.25458
96 3.04007 9.24424
97 3.03851 9.23494
98 3.03698 9.22584
99 3.03579 9.21874
100 3.03462 9.21178
101 3.03345 9.20475
102 3.03229 9.19786
103 3.03116 9.19111
104 3.03005 9.18448
105 3.02897 9.17798
106 3.02879 9.17691
107 3.02905 9.17846
108 3.02978 9.18291
109 3.03052 9.1874
110 3.03113 9.19111
111 3.03168 9.19441
112 3.03251 9.19951
113 3.03307 9.20295
114 3.03361 9.20621
115 3.03414 9.20942
116 3.03469 9.2128
117 3.03524 9.21612
118 3.03578 9.21938
119 3.03631 9.22259
120 3.03683 9.22575
121 3.0372 9.22799
122 3.03756 9.2302
123 3.03792 9.23237
124 3.03807 9.23322
125 3.03821 9.23406
126 3.03817 9.23379
127 3.03813 9.23352
128 3.03795 9.23243
129 3.03778 9.23134
130 3.03769 9.23077
131 3.03717 9.22763
132 3.03659 9.22413
133 3.0366 9.2242
134 3.0368 9.22539
135 3.037 9.22657
136 3.03719 9.22773
137 3.03723 9.22796
138 3.03694 9.22616
139 3.03665 9.22439
140 3.03636 9.22264
141 3.03577 9.21906
142 3.03454 9.2118
143 3.03333 9.20464
144 3.03257 9.20007
145 3.03231 9.19849
146 3.03196 9.19637
147 3.03162 9.19428
148 3.03169 9.19469
149 3.03184 9.19554
150 3.03187 9.19574
151 3.03183 9.19545
152 3.03175 9.19497
153 3.03168 9.1945
154 3.0316 9.19403
155 3.03166 9.19436
156 3.03172 9.19469
157 3.032 9.1964
158 3.03254 9.1997
159 3.03308 9.20296
160 3.0336 9.20618
161 3.03412 9.20936
162 3.03445 9.21133
163 3.03477 9.21328
164 3.03488 9.2139
165 3.03498 9.21452
