MCC  <E>  <E^2>
________________________
1 2.10526 4.43212
2 2.13133 4.54326
3 2.20344 4.86599
4 2.23949 5.02736
5 2.28858 5.25685
6 2.26461 5.14738
7 2.29855 5.30647
8 2.31376 5.37535
9 2.34515 5.52707
10 2.37027 5.64844
11 2.40201 5.80723
12 2.43102 5.95357
13 2.452 6.05794
14 2.46998 6.1474
15 2.52737 6.4772
16 2.58579 6.82148
17 2.63733 7.12526
18 2.6749 7.33936
19 2.6738 7.32379
20 2.67411 7.31674
21 2.66842 7.27907
22 2.66324 7.24483
23 2.67408 7.29865
24 2.70016 7.44828
25 2.7209 7.56473
26 2.74504 7.70509
27 2.76844 7.84205
28 2.77051 7.84726
29 2.77632 7.87451
30 2.78191 7.90095
31 2.78402 7.90763
32 2.80611 8.04133
33 2.82057 8.12431
34 2.83607 8.21494
35 2.85706 8.34452
36 2.87689 8.4669
37 2.91943 8.77354
38 2.958 9.04868
39 2.98551 9.23326
40 3.0289 9.55966
41 3.06862 9.85558
42 3.09116 10.0048
43 3.11354 10.1542
44 3.13269 10.2791
45 3.15099 10.3985
46 3.16849 10.5127
47 3.17511 10.5466
48 3.18303 10.5903
49 3.19064 10.6321
50 3.19928 10.682
51 3.21854 10.8154
52 3.23207 10.9032
53 3.26152 11.1309
54 3.2998 11.4507
55 3.3367 11.7588
56 3.37227 12.056
57 3.40033 12.2781
58 3.41969 12.4191
59 3.42496 12.4445
60 3.44061 12.5545
61 3.45575 12.6609
62 3.47552 12.8102
63 3.49314 12.9406
64 3.5154 13.1163
65 3.54356 13.3541
66 3.57039 13.5797
67 3.59642 13.7986
68 3.6021 13.8289
69 3.60384 13.8293
70 3.60553 13.8297
71 3.60718 13.8301
72 3.61016 13.8409
73 3.60239 13.7781
74 3.59443 13.7146
75 3.58653 13.6519
76 3.57976 13.5965
77 3.57782 13.5727
78 3.5736 13.534
79 3.57547 13.538
80 3.57515 13.5262
81 3.56964 13.4801
82 3.56096 13.4153
83 3.55248 13.3521
84 3.54199 13.2781
85 3.53174 13.2058
86 3.52174 13.1352
87 3.51275 13.0705
88 3.51079 13.0488
89 3.50722 13.0167
90 3.50686 13.0062
91 3.51506 13.0621
92 3.52308 13.1167
93 3.53397 13.1969
94 3.5476 13.3031
95 3.55621 13.3637
96 3.56465 13.4231
97 3.57631 13.5121
98 3.59311 13.6525
99 3.60808 13.7748
100 3.62161 13.8832
101 3.63488 13.9894
102 3.64889 14.1037
103 3.66262 14.2157
104 3.6761 14.3256
105 3.68559 14.3971
106 3.69522 14.4703
107 3.69814 14.4851
108 3.70101 14.4997
109 3.7042 14.5171
110 3.70733 14.5341
111 3.71221 14.5659
112 3.72055 14.6285
113 3.72873 14.6901
114 3.73305 14.7175
115 3.73767 14.7476
116 3.74221 14.7772
117 3.74667 14.8063
118 3.75159 14.8396
119 3.75557 14.8649
120 3.76038 14.8974
121 3.76511 14.9295
122 3.76985 14.9617
123 3.77332 14.9833
124 3.77673 15.0044
125 3.78198 15.0416
126 3.78829 15.0885
127 3.79076 15.1022
128 3.7932 15.1157
129 3.80061 15.1733
130 3.81484 15.3023
131 3.8234 15.3714
132 3.82982 15.4203
133 3.83615 15.4685
134 3.84239 15.5159
135 3.85046 15.5811
136 3.85841 15.6454
137 3.86625 15.7088
138 3.86739 15.7123
139 3.86851 15.7157
140 3.87049 15.7262
141 3.87792 15.7862
142 3.88524 15.8453
143 3.89246 15.9037
144 3.89958 15.9612
145 3.90597 16.0117
146 3.91576 16.097
147 3.92894 16.2206
148 3.94195 16.3425
149 3.95478 16.4628
150 3.96757 16.583
151 3.98019 16.7016
152 3.99264 16.8186
153 3.9983 16.863
154 4.00388 16.9067
155 4.00939 16.9499
156 4.01514 16.9956
157 4.02082 17.0407
158 4.02643 17.0852
159 4.03023 17.1127
160 4.03691 17.1682
161 4.0435 17.223
162 4.05001 17.2771
163 4.05473 17.3136
164 4.0594 17.3497
165 4.06613 17.4065
166 4.07383 17.4737
167 4.08144 17.5401
168 4.08895 17.6057
169 4.09795 17.6877
170 4.11007 17.8068
171 4.12205 17.9245
172 4.13392 18.0412
173 4.14352 18.131
174 4.15214 18.2098
175 4.15863 18.2655
176 4.16504 18.3206
177 4.1774 18.445
178 4.18962 18.5681
179 4.19656 18.6292
180 4.20965 18.7643
181 4.2226 18.8979
182 4.23541 19.0301
183 4.24686 19.1451
184 4.25818 19.2588
185 4.27019 19.3817
186 4.2781 19.4547
187 4.2827 19.4919
188 4.28726 19.5287
189 4.29176 19.5651
190 4.29885 19.6294
191 4.30585 19.693
192 4.31326 19.7613
193 4.32007 19.8229
194 4.3303 19.9258
195 4.34044 20.0275
196 4.34855 20.1048
197 4.35659 20.1813
198 4.36454 20.2571
199 4.37144 20.3207
200 4.37827 20.3837
201 4.38503 20.4461
202 4.38919 20.48
203 4.39331 20.5137
204 4.39511 20.5241
205 4.39511 20.5183
206 4.39273 20.4927
207 4.39038 20.4674
208 4.3878 20.4404
209 4.38453 20.4083
210 4.38275 20.3877
211 4.38387 20.3922
212 4.38506 20.3974
213 4.38837 20.4232
214 4.39164 20.4488
215 4.39489 20.4742
216 4.39811 20.4993
217 4.39939 20.5057
218 4.40066 20.5119
219 4.40192 20.5181
220 4.40317 20.5242
221 4.4027 20.515
222 4.39914 20.4814
223 4.39757 20.4631
224 4.39538 20.4399
225 4.39321 20.4169
226 4.39285 20.4088
227 4.39249 20.4008
228 4.39029 20.3777
229 4.38812 20.3549
230 4.38348 20.3143
231 4.37911 20.2757
232 4.37271 20.2244
233 4.36549 20.1687
234 4.35873 20.1156
235 4.35409 20.0755
236 4.3495 20.0357
237 4.34536 19.9991
238 4.33879 19.9475
239 4.33059 19.8878
240 4.32247 19.8285
241 4.31441 19.7698
242 4.30722 19.7154
243 4.30103 19.6666
244 4.29533 19.6208
245 4.29137 19.5858
246 4.28673 19.5465
247 4.28213 19.5075
248 4.27664 19.4633
249 4.2712 19.4194
250 4.26594 19.3767
251 4.26072 19.3343
252 4.25555 19.2923
253 4.25041 19.2506
254 4.24572 19.2116
255 4.24107 19.173
256 4.23645 19.1347
257 4.23193 19.097
258 4.22745 19.0596
259 4.22178 19.0154
260 4.21766 18.9805
261 4.21585 18.9615
262 4.21405 18.9427
263 4.21591 18.9547
264 4.21788 18.9679
265 4.21864 18.97
266 4.21737 18.9553
267 4.21694 18.9473
268 4.21512 18.9285
269 4.21332 18.9099
270 4.21152 18.8913
271 4.20974 18.8729
272 4.20798 18.8547
273 4.2076 18.8474
274 4.20724 18.8402
275 4.20498 18.8185
276 4.20047 18.782
277 4.19514 18.741
278 4.18935 18.6976
279 4.18373 18.6553
280 4.17967 18.6218
281 4.17401 18.5794
282 4.1684 18.5373
283 4.16178 18.4904
284 4.15555 18.4455
285 4.1495 18.4015
286 4.14349 18.3578
287 4.13651 18.3098
288 4.12957 18.2621
289 4.12286 18.2155
290 4.11619 18.1692
291 4.11085 18.1293
292 4.10608 18.0925
293 4.10122 18.0553
294 4.09638 18.0183
295 4.0921 17.9844
296 4.08784 17.9508
297 4.08365 17.9176
298 4.0779 17.8763
299 4.07219 17.8353
300 4.06652 17.7946
301 4.06089 17.7541
302 4.05768 17.727
303 4.05536 17.7057
304 4.05306 17.6845
305 4.05077 17.6634
306 4.04701 17.6332
307 4.0421 17.5967
308 4.03723 17.5606
309 4.03234 17.5244
310 4.02711 17.4866
311 4.02254 17.4522
312 4.01903 17.4237
313 4.01587 17.3974
314 4.01135 17.3635
315 4.00685 17.3297
316 4.00311 17.3002
317 3.9994 17.2708
318 3.99571 17.2416
319 3.99195 17.212
320 3.98777 17.1803
321 3.98367 17.149
322 3.97989 17.1195
323 3.97693 17.0948
324 3.97484 17.0756
325 3.97099 17.0459
326 3.96737 17.0175
327 3.96423 16.9919
328 3.96072 16.9642
329 3.95723 16.9367
330 3.95378 16.9095
331 3.95035 16.8824
332 3.94572 16.8491
333 3.94305 16.8265
334 3.9383 16.7928
335 3.93463 16.7646
336 3.93121 16.7377
337 3.92718 16.7077
338 3.92317 16.6779
339 3.91919 16.6482
340 3.91559 16.6206
341 3.91202 16.5932
342 3.9076 16.5615
343 3.9032 16.53
