MCC  <E>  <E^2>
________________________
1 3.53906 12.525
2 3.61439 13.0695
3 3.62244 13.126
4 3.62647 13.1543
5 3.62889 13.1713
6 3.6305 13.1826
7 3.63165 13.1907
8 3.62518 13.1437
9 3.66372 13.4364
10 3.66453 13.4409
11 3.67202 13.4953
12 3.65332 13.3612
13 3.63749 13.2477
14 3.62393 13.1505
15 3.60734 13.0332
16 3.56339 12.7458
17 3.50181 12.3685
18 3.44707 12.0332
19 3.39809 11.7332
20 3.35402 11.4632
21 3.31413 11.2189
22 3.27788 10.9968
23 3.24477 10.794
24 3.21443 10.6081
25 3.17248 10.3714
26 3.14213 10.191
27 3.13126 10.1141
28 3.12117 10.0427
29 3.11177 9.97619
30 3.11015 9.95641
31 3.10221 9.89983
32 3.09476 9.84678
33 3.08777 9.79696
34 3.08119 9.75006
35 3.07498 9.70584
36 3.0504 9.56947
37 3.02715 9.44046
38 2.98877 9.25677
39 2.95235 9.08251
40 2.91944 8.92236
41 2.88814 8.77003
42 2.85833 8.62495
43 2.85474 8.59442
44 2.83989 8.50924
45 2.8137 8.38147
46 2.78865 8.25925
47 2.76966 8.16002
48 2.75146 8.06492
49 2.7569 8.08621
50 2.76212 8.10664
51 2.76848 8.13449
52 2.7746 8.16127
53 2.77444 8.15167
54 2.77754 8.16097
55 2.78052 8.16993
56 2.7834 8.17857
57 2.79945 8.27498
58 2.81494 8.36807
59 2.8299 8.458
60 2.85361 8.61847
61 2.86942 8.71613
62 2.88868 8.84183
63 2.90732 8.96354
64 2.92571 9.08413
65 2.94353 9.20102
66 2.96082 9.31436
67 2.98079 9.45116
68 3.00017 9.58394
69 3.01548 9.68355
70 3.03036 9.78032
71 3.04482 9.87436
72 3.05493 9.9349
73 3.06476 9.99379
74 3.07433 10.0511
75 3.08373 10.1075
76 3.09253 10.1598
77 3.10413 10.2342
78 3.11544 10.3067
79 3.12196 10.3431
80 3.12834 10.3788
81 3.1376 10.4363
82 3.146 10.4876
83 3.1542 10.5376
84 3.16476 10.6066
85 3.17222 10.6516
86 3.1795 10.6955
87 3.18493 10.7258
88 3.19409 10.785
89 3.20304 10.8428
90 3.21223 10.9027
91 3.22121 10.9613
92 3.22999 11.0187
93 3.23859 11.0748
94 3.24701 11.1297
95 3.25588 11.1887
96 3.26422 11.2435
97 3.27239 11.2972
98 3.27709 11.3242
99 3.2817 11.3506
100 3.28225 11.3484
101 3.28278 11.3462
102 3.2833 11.3441
103 3.28381 11.342
104 3.28616 11.3527
105 3.28303 11.3278
106 3.27996 11.3034
107 3.27833 11.2879
108 3.2762 11.2695
109 3.27972 11.289
110 3.28318 11.3082
111 3.28658 11.327
112 3.2917 11.3589
113 3.29362 11.3673
114 3.29553 11.3758
115 3.29873 11.3936
116 3.30496 11.4347
117 3.30935 11.4616
118 3.31406 11.4911
119 3.31869 11.52
120 3.32379 11.5528
121 3.32905 11.587
122 3.33645 11.6388
123 3.34373 11.6897
124 3.35111 11.7417
125 3.35625 11.7755
126 3.36192 11.8135
127 3.3678 11.8533
128 3.37214 11.881
129 3.37642 11.9083
130 3.38063 11.9351
131 3.38478 11.9615
132 3.38886 11.9876
133 3.39288 12.0132
134 3.39685 12.0385
135 3.40171 12.071
136 3.40651 12.1031
137 3.41123 12.1347
138 3.41589 12.1658
139 3.42048 12.1965
140 3.42546 12.2305
141 3.42933 12.2557
142 3.43315 12.2804
143 3.43691 12.3049
144 3.44148 12.3358
145 3.44488 12.3575
146 3.44788 12.3762
147 3.44567 12.3583
148 3.44349 12.3407
149 3.44134 12.3233
150 3.43921 12.3062
151 3.44114 12.3168
152 3.44303 12.3273
153 3.44491 12.3376
154 3.44532 12.3374
155 3.44572 12.3372
156 3.44612 12.337
157 3.44651 12.3368
158 3.4469 12.3366
159 3.44696 12.3342
160 3.44702 12.3317
161 3.44708 12.3294
162 3.44714 12.327
163 3.4472 12.3247
164 3.44726 12.3224
165 3.44829 12.3271
166 3.44715 12.3168
167 3.4468 12.3117
168 3.44645 12.3068
169 3.4461 12.3019
170 3.44576 12.2971
171 3.44305 12.2772
172 3.43898 12.2495
173 3.43496 12.2222
174 3.43338 12.2094
175 3.43183 12.1967
176 3.43175 12.1938
