MCC  <E>  <E^2>
________________________
1 1.73343 3.00478
2 1.85785 3.46707
3 1.89932 3.62116
4 2.00395 4.05896
5 2.12648 4.61651
6 2.20817 4.98821
7 2.26459 5.24362
8 2.33487 5.58706
9 2.37057 5.7502
10 2.33677 5.5883
11 2.30087 5.42309
12 2.27096 5.28541
13 2.23224 5.11917
14 2.21446 5.03451
15 2.21682 5.03632
16 2.26056 5.25326
17 2.29916 5.44469
18 2.33347 5.61484
19 2.36417 5.76708
20 2.41154 6.02701
21 2.45439 6.26218
22 2.49334 6.47597
23 2.54549 6.78724
24 2.59494 7.08486
25 2.61175 7.16517
26 2.6388 7.31221
27 2.66384 7.44837
28 2.68015 7.53012
29 2.69533 7.60624
30 2.69682 7.60294
31 2.6911 7.56244
32 2.66841 7.44678
33 2.65812 7.38548
34 2.64585 7.31598
35 2.63376 7.2481
36 2.62401 7.1915
37 2.61394 7.13413
38 2.6044 7.07978
39 2.5888 7.00042
40 2.57716 6.93811
41 2.56515 6.87489
42 2.54975 6.7988
43 2.5434 6.76124
44 2.54518 6.7638
45 2.55007 6.78343
46 2.55475 6.80221
47 2.55826 6.81483
48 2.56162 6.82692
49 2.56727 6.85207
50 2.5807 6.9248
51 2.59237 6.9868
52 2.60535 7.05773
53 2.61982 7.1391
54 2.63374 7.21745
55 2.63885 7.24069
56 2.64629 7.27809
57 2.66232 7.37272
58 2.67869 7.47054
59 2.68138 7.48037
60 2.68838 7.516
61 2.69636 7.55805
62 2.70408 7.59875
63 2.71508 7.66131
64 2.72088 7.69043
65 2.72987 7.74018
66 2.74777 7.85475
67 2.7599 7.92669
68 2.77571 8.02638
69 2.78678 8.09164
70 2.79753 8.15502
71 2.81869 8.30056
72 2.84236 8.46939
73 2.86167 8.601
74 2.87389 8.67645
75 2.87845 8.69865
76 2.87813 8.69137
77 2.88017 8.69816
78 2.87387 8.6598
79 2.87262 8.64765
80 2.87728 8.6712
81 2.87821 8.67183
82 2.87942 8.67418
83 2.87498 8.64564
84 2.87065 8.61778
85 2.8735 8.63041
86 2.87847 8.6567
87 2.88331 8.68239
88 2.89251 8.73866
89 2.9015 8.79367
90 2.91029 8.84746
91 2.91601 8.87959
92 2.92695 8.95032
93 2.93765 9.01953
94 2.95787 9.17259
95 2.97276 9.27727
96 2.98078 9.32654
97 2.99155 9.39742
98 3.00154 9.46238
99 3.00981 9.51427
100 3.02777 9.65004
101 3.05308 9.86322
102 3.07549 10.046
103 3.09622 10.2121
104 3.11742 10.3841
105 3.13498 10.5196
106 3.1496 10.6274
107 3.16306 10.7249
108 3.17627 10.8207
109 3.18791 10.9027
110 3.20766 11.0648
111 3.22705 11.224
112 3.24478 11.3663
113 3.26219 11.5062
114 3.2793 11.6436
115 3.29349 11.7521
116 3.31243 11.9107
117 3.32452 11.9998
118 3.33724 12.0955
119 3.34975 12.1896
120 3.36206 12.2821
121 3.37416 12.3731
122 3.37792 12.3921
123 3.38231 12.4161
124 3.38398 12.4199
125 3.3842 12.4137
126 3.384 12.4047
127 3.37889 12.3659
128 3.38013 12.3671
129 3.38789 12.42
130 3.39553 12.4721
131 3.39768 12.4801
132 3.39612 12.4627
133 3.39457 12.4456
134 3.39094 12.4158
135 3.38964 12.4004
136 3.38522 12.3664
137 3.38101 12.3337
138 3.37719 12.3034
139 3.37727 12.2975
140 3.37435 12.2726
141 3.37157 12.2486
142 3.36717 12.2155
143 3.36375 12.188
144 3.35997 12.1585
145 3.35625 12.1295
146 3.34979 12.0863
147 3.34422 12.0477
148 3.33998 12.0162
149 3.33611 11.9868
150 3.3323 11.9578
151 3.32854 11.9292
152 3.32483 11.901
153 3.32157 11.8755
154 3.31837 11.8503
155 3.31616 11.831
156 3.31943 11.849
157 3.32265 11.8667
158 3.32444 11.8739
159 3.32871 11.9
160 3.34026 11.9931
161 3.35167 12.0851
162 3.36293 12.1759
163 3.37115 12.2369
164 3.38374 12.3424
165 3.39423 12.4261
166 3.40029 12.4679
167 3.40974 12.5417
168 3.41907 12.6145
169 3.43161 12.7214
170 3.43848 12.771
171 3.45159 12.885
172 3.46894 13.0508
173 3.48608 13.2148
174 3.49825 13.3192
175 3.50758 13.3936
176 3.51681 13.4671
177 3.52853 13.5677
178 3.54013 13.6672
179 3.55547 13.8117
180 3.56863 13.9299
181 3.5788 14.0146
182 3.58697 14.0786
183 3.59505 14.1418
184 3.60625 14.2388
185 3.61625 14.3227
186 3.62658 14.4107
187 3.63936 14.5272
188 3.65324 14.6576
189 3.66502 14.763
190 3.67668 14.8673
191 3.69046 14.9977
192 3.70587 15.1499
193 3.72112 15.3006
194 3.73041 15.3789
195 3.73961 15.4565
196 3.75007 15.5487
197 3.76079 15.6442
198 3.76907 15.7125
199 3.77874 15.7964
200 3.78743 15.8697
201 3.79604 15.9422
202 3.80686 16.0404
203 3.82015 16.1698
204 3.83332 16.298
205 3.84635 16.4249
206 3.85926 16.5506
207 3.87586 16.7278
208 3.8923 16.9033
209 3.90859 17.0772
210 3.92705 17.2845
211 3.94037 17.4177
212 3.95356 17.5496
213 3.96663 17.6804
214 3.97958 17.8098
215 3.99558 17.983
216 4.01143 18.1546
217 4.03157 18.3948
218 4.05498 18.6931
219 4.07817 18.9888
220 4.10116 19.2817
221 4.12393 19.5721
222 4.14377 19.8115
223 4.16344 20.0489
224 4.1795 20.2284
225 4.18959 20.3233
226 4.19813 20.3991
227 4.20522 20.4578
228 4.21225 20.5161
229 4.21747 20.5542
230 4.22165 20.5813
231 4.22578 20.6083
232 4.23162 20.6537
233 4.23741 20.6987
234 4.24457 20.7597
235 4.24771 20.777
236 4.25082 20.7941
237 4.25066 20.7812
238 4.2505 20.7684
239 4.24966 20.7502
240 4.24883 20.7321
241 4.24507 20.6924
242 4.24284 20.6637
243 4.24202 20.6459
244 4.2411 20.6275
245 4.2394 20.603
246 4.23778 20.5792
247 4.23617 20.5556
248 4.23709 20.553
249 4.23764 20.5473
250 4.23818 20.5416
251 4.23835 20.5328
252 4.23948 20.5325
253 4.24019 20.5285
254 4.24234 20.5379
255 4.24448 20.5472
256 4.24351 20.5293
257 4.24149 20.5034
258 4.23948 20.4777
259 4.24014 20.4738
260 4.24079 20.4698
261 4.24417 20.4919
262 4.24584 20.4973
263 4.24732 20.501
264 4.24779 20.4958
265 4.25054 20.5119
266 4.2531 20.5262
267 4.25564 20.5404
268 4.25816 20.5545
269 4.26066 20.5685
