0.01 0.0143672 0.0840815
0.02 0.0285684 0.126862
0.03 0.0423986 0.164915
0.04 0.0569722 0.198472
0.05 0.070208 0.23096
0.06 0.0832948 0.261356
0.07 0.0975438 0.290557
0.08 0.111276 0.320266
0.09 0.125317 0.348435
0.1 0.13903 0.375153
0.11 0.150999 0.403522
0.12 0.164979 0.431058
0.13 0.180087 0.455797
0.14 0.192478 0.483067
0.15 0.206297 0.508137
0.16 0.219615 0.534065
0.17 0.233784 0.558717
0.18 0.24586 0.584918
0.19 0.260909 0.608502
0.2 0.273906 0.634083
0.21 0.287675 0.658384
0.22 0.300489 0.683727
0.23 0.3149 0.706351
0.24 0.327236 0.731838
0.25 0.342672 0.754251
0.26 0.354838 0.778438
0.27 0.36875 0.802011
0.28 0.383062 0.824927
0.29 0.396247 0.849153
0.3 0.411867 0.870546
0.31 0.42358 0.895117
0.32 0.437077 0.918064
0.33 0.450639 0.941297
0.34 0.462293 0.966226
0.35 0.475006 0.989679
0.36 0.488347 1.01271
0.37 0.504289 1.03303
0.38 0.516094 1.05758
0.39 0.530931 1.07875
0.4 0.545507 1.10049
0.41 0.5608 1.1208
0.42 0.571274 1.14628
0.43 0.58484 1.16823
0.44 0.60079 1.18847
0.45 0.615606 1.20908
0.46 0.62592 1.23459
0.47 0.643683 1.25252
0.48 0.651203 1.28032
0.49 0.666168 1.3006
0.5 0.68006 1.32223
0.51 0.695734 1.34198
0.52 0.7085 1.36493
0.53 0.720822 1.38749
0.54 0.737347 1.40658
0.55 0.752146 1.42681
0.56 0.761859 1.45212
0.57 0.777519 1.47187
0.58 0.789822 1.49453
0.59 0.806524 1.51297
0.6 0.814311 1.54018
0.61 0.832494 1.55684
0.62 0.844891 1.57901
0.63 0.860986 1.59845
0.64 0.869888 1.62395
0.65 0.887334 1.64141
0.66 0.896863 1.66664
0.67 0.910548 1.68765
0.68 0.925899 1.70703
0.69 0.941192 1.72647
0.7 0.954132 1.74831
0.71 0.968944 1.76816
0.72 0.979635 1.79202
0.73 0.997167 1.80907
0.74 1.00482 1.8359
0.75 1.01322 1.86177
0.76 1.03724 1.87247
0.77 1.04597 1.89801
0.78 1.06408 1.91461
0.79 1.07428 1.93863
0.8 1.08812 1.95938
0.81 1.09944 1.98227
0.82 1.11447 2.00172
0.83 1.13555 2.0148
0.84 1.14206 2.04252
0.85 1.15694 2.06206
0.86 1.17349 2.07973
0.87 1.19246 2.09506
0.88 1.20158 2.11996
0.89 1.21392 2.1419
0.9 1.21828 2.17153
0.91 1.23798 2.18605
0.92 1.25322 2.20489
0.93 1.26737 2.22477
0.94 1.28345 2.24279
0.95 1.29811 2.26213
0.96 1.30683 2.28739
0.97 1.32527 2.30312
0.98 1.33265 2.32961
0.99 1.34662 2.34953
1 1.35805 2.3721
