0.22 3.04875 9.5089 1.70898
0.23 3.04798 9.49365 1.70135
0.24 3.04608 9.48216 1.70087
0.25 3.04393 9.47561 1.69038
0.26 3.04455 9.46674 1.68772
0.27 3.04298 9.4549 1.68097
0.28 3.04135 9.45081 1.67974
0.29 3.04142 9.44019 1.67348
0.3 3.03887 9.42818 1.67005
0.31 3.03755 9.42782 1.66294
0.32 3.03739 9.42266 1.6586
0.33 3.03852 9.42373 1.65611
0.34 3.03601 9.39744 1.65094
0.35 3.03488 9.39971 1.65197
0.36 3.03756 9.40792 1.64738
0.37 3.03378 9.39772 1.64699
0.38 3.03588 9.41711 1.6393
0.39 3.03495 9.38684 1.63601
0.4 3.03199 9.38012 1.63747
0.4 3.0315 9.37866 1.63414
0.41 3.03254 9.37401 1.62679
0.42 3.03105 9.4075 1.62716
0.43 3.02975 9.35897 1.62319
0.44 3.03214 9.36479 1.62675
0.46 3.03043 9.36284 1.61525
0.47 3.03054 9.35342 1.62056
0.48 3.03052 9.38525 1.61613
0.48 3.0306 9.35322 1.61393
0.49 3.03043 9.35268 1.61298
0.5 3.03101 9.36883 1.60784
0.52 3.02998 9.34286 1.60548
0.52 3.03017 9.35067 1.60588
0.53 3.02995 9.35693 1.60325
0.54 3.02868 9.34022 1.60085
0.55 3.02914 9.34502 1.60425
0.56 3.02822 9.33352 1.59447
0.58 3.03177 9.36518 1.59286
0.58 3.0296 9.35501 1.58964
0.59 3.02935 9.33986 1.59061
0.61 3.02842 9.36736 1.58665
0.62 3.02957 9.34085 1.58703
0.63 3.02712 9.32224 1.59133
0.64 3.02979 9.35997 1.58458
0.65 3.02745 9.3352 1.58596
0.66 3.02711 9.80033 1.57759
0.66 3.03012 9.33557 1.57596
0.67 3.02832 9.32928 1.57851
0.68 3.02614 9.32259 1.57952
0.7 3.02601 9.31018 1.57984
0.7 3.02764 9.32815 1.57517
0.71 3.02869 9.34534 1.57371
0.72 3.02658 9.31803 1.57319
0.73 3.02724 9.31205 1.57108
0.74 3.02829 9.40471 1.5702
0.75 3.02767 9.31026 1.57374
0.76 3.02775 9.31633 1.56751
0.77 3.02821 9.32758 1.57001
0.78 3.02823 9.339 1.56247
0.79 3.0265 9.3216 1.55713
0.8 3.02993 9.3251 1.56017
0.81 3.02635 9.31663 1.56256
0.82 3.02652 9.36983 1.56295
0.83 3.0279 9.31267 1.55777
0.85 3.02934 9.32263 1.55993
0.85 3.02723 9.30952 1.55848
0.87 3.02743 9.30629 1.55993
0.87 3.02612 9.32839 1.55718
0.89 3.02495 9.29704 1.55512
0.9 3.02725 9.32436 1.54907
0.9 3.02622 9.30941 1.55316
0.91 3.02772 9.34659 1.55422
0.92 3.02554 9.366 1.55508
0.93 3.02821 9.30613 1.55399
0.94 3.02757 9.31563 1.54944
0.95 3.02798 9.30247 1.54558
0.96 3.02542 9.31666 1.55156
0.97 3.02632 9.31256 1.55056
0.98 3.02574 9.32683 1.54708
0.99 3.02698 9.30036 1.54804
1 3.02699 9.30948 1.54494
1.01 3.02663 9.2944 1.54626
1.02 3.02579 9.31425 1.54745
1.03 3.0272 9.30976 1.54878
1.04 3.02732 9.33109 1.54261
1.05 3.0268 9.32817 1.53995
1.06 3.02814 9.30418 1.54448
1.07 3.02689 9.30177 1.54047
1.08 3.02523 9.30171 1.54615
1.09 3.02863 9.32206 1.53823
1.1 3.0286 9.30496 1.54232
1.11 3.02678 9.30015 1.53786
1.12 3.02742 9.40675 1.53654
1.13 3.02827 9.30794 1.53329
1.14 3.02523 9.28663 1.54263
1.15 3.02817 9.32103 1.53692
1.16 3.02851 9.41747 1.53884
1.17 3.02558 9.29109 1.53734
1.18 3.02668 9.29381 1.54012
0.2 3.03684 9.40364 1.61296
0.2 3.03789 9.39887 1.62027
