MCC  <E>  <E^2>
________________________
1 3.39607 11.5333
2 3.39607 11.5333
3 3.39607 11.5333
4 3.39607 11.5333
5 3.39607 11.5333
6 3.39607 11.5333
7 3.38497 11.4588
8 3.37665 11.4029
9 3.36535 11.3276
10 3.35631 11.2674
11 3.34971 11.2233
12 3.34421 11.1866
13 3.33482 11.1247
14 3.31137 10.9758
15 3.29104 10.8466
16 3.27542 10.7467
17 3.26164 10.6586
18 3.24776 10.5704
19 3.23146 10.4684
20 3.2226 10.4114
21 3.21457 10.3598
22 3.20728 10.3129
23 3.20063 10.27
24 3.18696 10.1859
25 3.17438 10.1086
26 3.16277 10.0372
27 3.15203 9.97103
28 3.14204 9.90962
29 3.14013 9.8964
30 3.13834 9.88406
31 3.13771 9.879
32 3.13712 9.87426
33 3.13534 9.86218
34 3.13366 9.85081
35 3.13408 9.85259
36 3.1393 9.88544
37 3.13906 9.88314
38 3.13884 9.88096
39 3.1392 9.88248
40 3.13954 9.88392
41 3.13986 9.88529
42 3.13956 9.8828
43 3.13928 9.88042
44 3.1367 9.86393
45 3.13536 9.85505
46 3.13408 9.84656
47 3.13398 9.84542
48 3.13388 9.84432
49 3.13376 9.84311
50 3.13662 9.86095
51 3.13728 9.86468
52 3.13769 9.86686
53 3.13766 9.86627
54 3.13878 9.87294
55 3.14108 9.88728
56 3.1433 9.90111
57 3.14388 9.90444
58 3.14528 9.91303
59 3.14606 9.91758
60 3.14824 9.93126
61 3.15086 9.94783
62 3.15339 9.96387
63 3.15503 9.97411
64 3.15815 9.99407
65 3.16111 10.013
66 3.16442 10.0343
67 3.16762 10.055
68 3.17004 10.0704
69 3.17239 10.0854
70 3.17467 10.0999
71 3.17689 10.114
72 3.17904 10.1278
73 3.18114 10.1411
74 3.18318 10.1541
75 3.18474 10.164
76 3.18484 10.1643
77 3.18534 10.1672
78 3.18585 10.1703
79 3.18489 10.1639
80 3.18394 10.1577
81 3.18302 10.1517
82 3.18215 10.146
83 3.18131 10.1404
84 3.18067 10.1361
85 3.18004 10.132
86 3.17894 10.1248
87 3.17597 10.1065
88 3.17232 10.0842
89 3.17002 10.0699
90 3.16935 10.0655
91 3.16869 10.0611
92 3.16805 10.0568
93 3.16742 10.0527
94 3.16642 10.0463
95 3.16545 10.0399
96 3.16449 10.0337
97 3.16355 10.0277
98 3.16116 10.0129
99 3.15637 9.9847
100 3.15167 9.95705
101 3.14674 9.92817
102 3.14403 9.91162
103 3.14186 9.89818
104 3.14145 9.89539
105 3.14132 9.8943
106 3.14163 9.89603
107 3.14275 9.90294
108 3.1433 9.90622
109 3.14244 9.90065
110 3.14174 9.89606
111 3.14105 9.89155
112 3.14037 9.88712
113 3.13998 9.88445
114 3.13995 9.88405
115 3.13979 9.88281
116 3.13963 9.88158
117 3.13947 9.88037
118 3.13931 9.87919
119 3.13949 9.8801
120 3.13838 9.87311
121 3.13753 9.86767
122 3.13685 9.86327
123 3.13653 9.86104
124 3.13608 9.85806
125 3.13564 9.85513
126 3.1362 9.85856
127 3.13598 9.85701
128 3.13613 9.85776
129 3.13576 9.85528
130 3.1354 9.85283
131 3.13539 9.85265
132 3.13539 9.85247
133 3.13539 9.85229
134 3.13539 9.85211
135 3.13528 9.85128
136 3.13484 9.84837
137 3.1344 9.8455
138 3.13397 9.84268
139 3.13354 9.83989
140 3.13313 9.83715
141 3.13324 9.83774
142 3.1336 9.83987
143 3.13395 9.84189
144 3.13496 9.84822
145 3.1357 9.8528
146 3.13643 9.85732
147 3.13715 9.86177
148 3.1378 9.86583
149 3.13906 9.87383
150 3.1403 9.88172
151 3.1415 9.88932
152 3.14272 9.89708
153 3.14392 9.90474
154 3.14511 9.9123
155 3.14624 9.91944
156 3.14658 9.92145
157 3.14691 9.92343
158 3.14746 9.92683
159 3.14822 9.93154
160 3.14817 9.93115
161 3.14851 9.93318
162 3.14867 9.93403
163 3.14936 9.93837
164 3.15005 9.94265
165 3.15091 9.94809
166 3.15176 9.95346
167 3.1528 9.96002
168 3.15382 9.9665
169 3.15482 9.97291
170 3.15582 9.97924
171 3.15675 9.98517
172 3.15768 9.99103
173 3.15859 9.99682
174 3.15939 10.0019
175 3.16012 10.0065
176 3.16046 10.0085
177 3.16107 10.0123
178 3.16189 10.0175
179 3.16255 10.0217
180 3.1632 10.0257
