MCC  <E>  <E^2>
________________________
1 3.9407 15.5291
2 3.93234 15.4634
3 3.92956 15.4415
4 3.92817 15.4306
5 3.93953 15.5205
6 3.9471 15.5804
7 3.93046 15.4508
8 3.91798 15.3537
9 3.90827 15.2781
10 3.90367 15.242
11 3.89026 15.139
12 3.87479 15.0211
13 3.8617 14.9213
14 3.85272 14.8524
15 3.84793 14.8153
16 3.84585 14.7988
17 3.84402 14.7843
18 3.8424 14.7714
19 3.84094 14.7599
20 3.82513 14.6431
21 3.80842 14.5206
22 3.79323 14.4092
23 3.7756 14.2817
24 3.75944 14.1648
25 3.74892 14.0873
26 3.73921 14.0156
27 3.73022 13.9493
28 3.72187 13.8878
29 3.71285 13.8218
30 3.70444 13.7602
31 3.69656 13.7026
32 3.68241 13.6032
33 3.67585 13.5549
34 3.66899 13.5049
35 3.66253 13.4577
36 3.6614 13.4482
37 3.66033 13.4393
38 3.66598 13.4808
39 3.67134 13.5201
40 3.67643 13.5575
41 3.68283 13.6052
42 3.68621 13.6296
43 3.69261 13.6776
44 3.69926 13.7277
45 3.70622 13.7804
46 3.71288 13.8308
47 3.71925 13.8791
48 3.72536 13.9254
49 3.73075 13.966
50 3.73593 14.005
51 3.7409 14.0425
52 3.74568 14.0785
53 3.75028 14.1132
54 3.75472 14.1466
55 3.75898 14.1788
56 3.75752 14.167
57 3.7561 14.1556
58 3.75371 14.1372
59 3.75141 14.1194
60 3.74918 14.1022
61 3.75024 14.1095
62 3.75114 14.1156
63 3.74921 14.1006
64 3.74759 14.0879
65 3.74196 14.0471
66 3.7365 14.0076
67 3.73271 13.9795
68 3.72568 13.9297
69 3.71887 13.8814
70 3.71288 13.8387
71 3.70706 13.7971
72 3.7014 13.7567
73 3.69986 13.7447
74 3.70373 13.7737
75 3.7075 13.802
76 3.70919 13.8139
77 3.71083 13.8256
78 3.71242 13.8369
79 3.71398 13.848
80 3.71318 13.8414
81 3.71239 13.8349
82 3.71163 13.8286
83 3.70688 13.7946
84 3.69688 13.7283
85 3.68712 13.6635
86 3.67758 13.6002
87 3.67128 13.5564
88 3.66512 13.5136
89 3.6591 13.4718
90 3.64972 13.4101
91 3.64054 13.3498
92 3.63283 13.2981
93 3.62528 13.2475
94 3.6182 13.1998
95 3.61127 13.1531
96 3.60395 13.1041
97 3.59673 13.056
98 3.59248 13.026
99 3.59072 13.0124
100 3.58898 12.999
101 3.58729 12.986
102 3.58562 12.9732
103 3.58323 12.9555
104 3.58089 12.9382
105 3.57975 12.929
106 3.57993 12.9292
107 3.57736 12.9105
108 3.57483 12.892
109 3.57235 12.8739
110 3.57064 12.861
111 3.56897 12.8484
112 3.56732 12.836
113 3.56571 12.8238
114 3.56366 12.8087
115 3.56217 12.7974
116 3.56071 12.7862
117 3.56076 12.7857
118 3.5608 12.7851
119 3.56085 12.7846
120 3.5609 12.784
121 3.56037 12.7794
122 3.55921 12.7705
123 3.55757 12.7583
124 3.55595 12.7463
125 3.55534 12.7412
126 3.55397 12.7309
127 3.55262 12.7207
128 3.55122 12.7102
129 3.5499 12.7003
130 3.5486 12.6906
131 3.54732 12.681
132 3.54666 12.6756
133 3.54525 12.6651
134 3.54385 12.6547
135 3.54134 12.6371
136 3.53958 12.6244
137 3.53785 12.6118
138 3.53614 12.5994
139 3.53218 12.5729
140 3.52971 12.5556
141 3.52728 12.5386
142 3.52489 12.5219
143 3.52253 12.5053
144 3.5202 12.489
145 3.51614 12.4622
146 3.51251 12.4379
147 3.51232 12.4359
148 3.51213 12.4339
149 3.51195 12.432
150 3.51075 12.4231
151 3.51173 12.4295
152 3.51225 12.4326
153 3.51277 12.4356
154 3.51409 12.4445
155 3.51539 12.4533
156 3.51527 12.4519
157 3.51384 12.4415
158 3.51243 12.4313
159 3.51103 12.4212
160 3.50965 12.4113
161 3.50841 12.4022
162 3.50718 12.3933
163 3.50546 12.3811
164 3.50128 12.3541
165 3.49716 12.3274
166 3.49308 12.3011
167 3.49045 12.2833
168 3.48778 12.2652
169 3.48514 12.2474
170 3.4846 12.2431
171 3.4843 12.2404
172 3.48447 12.2411
173 3.48465 12.2417
174 3.48298 12.23
175 3.47705 12.1943
176 3.47432 12.176
177 3.47226 12.1619
178 3.47023 12.1479
179 3.46822 12.1341
180 3.46677 12.1238
181 3.4673 12.127
182 3.46849 12.1349
183 3.46997 12.145
184 3.47145 12.1551
185 3.47209 12.159
186 3.47239 12.1606
187 3.47104 12.151
188 3.46724 12.1268
189 3.46348 12.1029
190 3.45976 12.0792
191 3.457 12.0609
192 3.45364 12.0393
193 3.45073 12.0203
194 3.44785 12.0014
195 3.44501 11.9828
196 3.44219 11.9643
197 3.44077 11.9544
198 3.43974 11.9469
199 3.43872 11.9395
200 3.43771 11.9322
201 3.43666 11.9246
202 3.43603 11.9198
203 3.43542 11.9152
204 3.43433 11.9074
205 3.43325 11.8997
206 3.43218 11.892
207 3.43112 11.8844
208 3.43149 11.8864
209 3.43184 11.8884
210 3.43255 11.8928
211 3.43307 11.8959
212 3.43444 11.9052
213 3.43456 11.9055
214 3.43467 11.9057
215 3.43479 11.906
216 3.4339 11.8996
217 3.43155 11.8842
218 3.42922 11.8688
219 3.42691 11.8537
220 3.42462 11.8386
221 3.42235 11.8237
222 3.4201 11.809
223 3.41963 11.8053
224 3.42083 11.8133
225 3.42203 11.8213
226 3.42291 11.8271
227 3.42143 11.8169
228 3.42065 11.8112
229 3.42091 11.8126
230 3.41954 11.8031
231 3.41816 11.7937
232 3.41633 11.7815
233 3.41451 11.7693
234 3.4127 11.7573
235 3.41091 11.7454
236 3.40914 11.7335
237 3.40738 11.7218
238 3.40552 11.7095
239 3.39973 11.6776
240 3.39398 11.6459
241 3.39227 11.6345
242 3.39057 11.6231
243 3.38889 11.6119
244 3.38679 11.5982
245 3.38471 11.5847
246 3.38265 11.5712
247 3.38066 11.5582
248 3.37957 11.5506
249 3.37849 11.5431
250 3.37741 11.5356
251 3.37564 11.5239
252 3.3735 11.5101
253 3.37137 11.4964
254 3.36926 11.4828
255 3.36717 11.4693
256 3.36509 11.4559
257 3.36303 11.4426
258 3.36021 11.4251
259 3.35592 11.4006
260 3.35183 11.3769
261 3.3487 11.358
262 3.34641 11.3435
263 3.34445 11.3308
264 3.34251 11.3182
265 3.34058 11.3058
266 3.33886 11.2945
267 3.33757 11.2858
268 3.33628 11.2771
269 3.33709 11.2822
270 3.3379 11.2872
271 3.33853 11.291
272 3.33701 11.2809
273 3.33447 11.2652
274 3.33176 11.2486
275 3.32908 11.2321
276 3.32549 11.2113
277 3.32337 11.1978
278 3.32126 11.1845
279 3.31916 11.1713
280 3.31595 11.1523
281 3.31276 11.1335
282 3.3096 11.1147
283 3.30646 11.0962
284 3.30498 11.0864
285 3.3035 11.0767
286 3.30196 11.0666
287 3.30039 11.0564
288 3.29782 11.0408
289 3.29526 11.0252
290 3.29406 11.0172
291 3.29263 11.0078
292 3.29155 11.0004
293 3.29048 10.9932
294 3.28889 10.9829
295 3.28762 10.9744
296 3.28617 10.965
297 3.28301 10.9466
298 3.27987 10.9283
299 3.27613 10.9074
300 3.27242 10.8866
301 3.26873 10.866
302 3.26506 10.8455
303 3.26114 10.8239
304 3.25724 10.8025
305 3.25337 10.7812
306 3.24952 10.7601
307 3.24556 10.7385
308 3.24409 10.729
309 3.24314 10.7224
310 3.24001 10.7045
311 3.23736 10.6888
312 3.23475 10.6734
313 3.23215 10.658
314 3.22851 10.638
315 3.22489 10.618
316 3.22229 10.6027
317 3.2197 10.5875
318 3.21648 10.5693
319 3.21328 10.5513
320 3.20924 10.5299
321 3.20737 10.5183
322 3.20552 10.5068
323 3.20406 10.4974
324 3.20292 10.4898
325 3.20179 10.4822
326 3.20066 10.4747
327 3.2008 10.4749
328 3.20066 10.4733
329 3.20053 10.4718
330 3.20039 10.4702
331 3.20055 10.4706
332 3.19993 10.466
333 3.19871 10.4581
334 3.19751 10.4502
335 3.19631 10.4423
336 3.19511 10.4345
337 3.19256 10.4197
338 3.19133 10.4117
339 3.19042 10.4055
340 3.18783 10.3906
341 3.18526 10.3758
342 3.1827 10.361
343 3.18082 10.3496
344 3.17895 10.3382
345 3.17644 10.3238
346 3.17428 10.311
347 3.17177 10.2965
348 3.16926 10.2822
349 3.16512 10.2612
350 3.161 10.2404
351 3.1569 10.2197
352 3.15283 10.1991
353 3.15018 10.1841
354 3.14754 10.1692
355 3.14491 10.1544
356 3.14362 10.1461
357 3.14255 10.139
358 3.14167 10.133
359 3.14079 10.127
360 3.14012 10.1223
361 3.13904 10.1152
362 3.13792 10.1079
363 3.13681 10.1007
364 3.13571 10.0935
365 3.13675 10.0997
366 3.1378 10.1059
367 3.1385 10.1098
368 3.13867 10.1102
369 3.13884 10.1106
370 3.13896 10.1107
371 3.13893 10.1098
372 3.13882 10.1084
373 3.13869 10.1069
374 3.1387 10.1063
375 3.13871 10.1057
376 3.13791 10.1002
377 3.13711 10.0948
378 3.13632 10.0893
379 3.1369 10.0924
380 3.13786 10.0981
381 3.13858 10.1022
382 3.13968 10.1089
383 3.14044 10.1132
384 3.14111 10.117
385 3.14178 10.1207
386 3.14122 10.1167
387 3.14006 10.1093
388 3.13991 10.1077
389 3.14009 10.1082
390 3.14027 10.1087
391 3.14044 10.1092
392 3.14007 10.1062
393 3.1397 10.1033
394 3.14026 10.1063
395 3.13988 10.1034
396 3.13951 10.1005
