MCC  <E>  <E^2>
________________________
1 2.91752 8.5119
2 2.91624 8.50448
3 2.91644 8.50564
4 2.91358 8.48899
5 2.9088 8.46122
6 2.90731 8.45257
7 2.90451 8.43633
8 2.90241 8.42416
9 2.90078 8.41468
10 2.89947 8.40711
11 2.89889 8.40368
12 2.89652 8.39002
13 2.8953 8.38296
14 2.89403 8.37561
15 2.89359 8.37304
16 2.89166 8.36194
17 2.8902 8.35349
18 2.89114 8.35893
19 2.89237 8.36605
20 2.89428 8.37716
21 2.89603 8.38736
22 2.89762 8.39663
23 2.89765 8.39678
24 2.89779 8.39754
25 2.89797 8.39859
26 2.89814 8.39957
27 2.90002 8.41055
28 2.89906 8.40497
29 2.89871 8.40297
30 2.89839 8.4011
31 2.90097 8.41621
32 2.90309 8.42865
33 2.90508 8.44033
34 2.90726 8.45309
35 2.90971 8.46757
36 2.91372 8.49141
37 2.9175 8.51396
38 2.92156 8.53821
39 2.92492 8.55819
40 2.92655 8.56776
41 2.9281 8.57688
42 2.92958 8.58555
43 2.92994 8.5876
44 2.93028 8.58955
45 2.93122 8.595
46 2.93131 8.59547
47 2.93253 8.60263
48 2.93353 8.6085
49 2.93393 8.61076
50 2.93424 8.61252
51 2.93523 8.61833
52 2.93618 8.62392
53 2.93749 8.63164
54 2.93875 8.63907
55 2.93975 8.64497
56 2.94078 8.65105
57 2.94227 8.6599
58 2.94353 8.66734
59 2.94391 8.66952
60 2.94427 8.67163
61 2.94473 8.6743
62 2.94518 8.67689
63 2.94561 8.6794
64 2.94631 8.68354
65 2.94672 8.68587
66 2.94633 8.68355
67 2.94616 8.68255
68 2.94601 8.68157
69 2.94585 8.68063
70 2.94632 8.68338
71 2.94707 8.68779
72 2.94702 8.68744
73 2.94696 8.68709
74 2.94678 8.68597
75 2.94662 8.68504
76 2.94616 8.6823
77 2.94537 8.67767
78 2.94461 8.67316
79 2.94435 8.67164
80 2.94383 8.66857
81 2.94333 8.66557
82 2.94283 8.66265
83 2.94291 8.66306
84 2.94372 8.66786
85 2.94447 8.67232
86 2.94521 8.67669
87 2.94599 8.68131
88 2.94733 8.68933
89 2.94867 8.69737
90 2.94976 8.70389
91 2.95083 8.71027
92 2.95213 8.71803
93 2.95319 8.72441
94 2.95395 8.72888
95 2.95468 8.73326
96 2.95619 8.74232
97 2.95666 8.74511
98 2.95713 8.74784
99 2.95721 8.74833
100 2.9573 8.74882
101 2.95738 8.74923
102 2.95729 8.74867
103 2.95768 8.75097
104 2.95806 8.75322
105 2.95856 8.75619
106 2.95882 8.75769
107 2.95981 8.76363
108 2.96017 8.76576
109 2.96042 8.76723
110 2.96058 8.76811
111 2.96073 8.76898
112 2.96089 8.76989
113 2.96104 8.77077
114 2.96124 8.77193
115 2.96174 8.77488
116 2.96246 8.77922
117 2.96277 8.78104
118 2.96282 8.78128
119 2.96239 8.77876
120 2.96198 8.77629
121 2.96173 8.77483
122 2.96154 8.77366
123 2.96113 8.77121
124 2.96072 8.76881
125 2.96051 8.76754
126 2.96023 8.76587
127 2.95988 8.76376
128 2.95938 8.76084
129 2.95977 8.76314
130 2.96015 8.76541
131 2.96048 8.76734
132 2.9608 8.76925
133 2.96112 8.77112
134 2.96144 8.77297
135 2.96175 8.77484
136 2.96274 8.7808
137 2.96335 8.78443
138 2.96415 8.78926
139 2.96469 8.79248
140 2.96522 8.79564
141 2.96628 8.80204
142 2.96722 8.80774
143 2.96776 8.81096
144 2.96891 8.81796
145 2.9696 8.82209
146 2.97016 8.82546
147 2.97114 8.8314
148 2.97134 8.83256
149 2.97115 8.83143
150 2.97085 8.82962
151 2.97061 8.82815
152 2.97036 8.82669
153 2.9702 8.82567
154 2.97003 8.82467
155 2.96985 8.82356
156 2.96982 8.82336
157 2.96974 8.8229
158 2.96967 8.82245
159 2.96984 8.82345
160 2.97001 8.82444
161 2.97018 8.82541
162 2.97034 8.82638
163 2.97076 8.82888
164 2.97118 8.83135
165 2.97159 8.83379
166 2.97171 8.83451
167 2.97174 8.83466
168 2.97177 8.8348
169 2.9718 8.83495
170 2.97197 8.83599
171 2.97195 8.83584
172 2.97199 8.83602
173 2.97195 8.83581
174 2.97192 8.8356
175 2.97196 8.83578
176 2.97199 8.83596
177 2.97202 8.83614
178 2.97206 8.83632
179 2.97221 8.83723
180 2.97243 8.83855
181 2.97252 8.83907
182 2.97272 8.84024
183 2.97292 8.84139
184 2.97294 8.84151
185 2.97278 8.84054
186 2.97252 8.83899
187 2.97214 8.83673
188 2.97177 8.83458
189 2.97142 8.83248
190 2.97107 8.8304
191 2.97072 8.82835
192 2.97051 8.82706
193 2.97026 8.82558
194 2.97003 8.8242
195 2.96985 8.82314
196 2.96968 8.82209
197 2.96971 8.82226
198 2.96974 8.82243
199 2.96977 8.82259
200 2.96985 8.82304
201 2.96992 8.82348
202 2.97004 8.82419
203 2.97016 8.8249
204 2.97028 8.8256
205 2.97021 8.82512
206 2.97032 8.82576
207 2.96999 8.82385
208 2.96965 8.82181
209 2.96931 8.81978
210 2.96915 8.81883
211 2.96899 8.8179
212 2.96854 8.81526
213 2.96805 8.81235
214 2.96756 8.80948
215 2.96706 8.8066
216 2.96676 8.80477
217 2.96645 8.80296
218 2.96646 8.80301
219 2.9665 8.80326
220 2.96655 8.80351
221 2.96653 8.8034
222 2.96656 8.80357
223 2.96647 8.80301
224 2.9665 8.8032
225 2.96646 8.80292
226 2.96642 8.80265
227 2.96646 8.8029
228 2.96651 8.80315
229 2.96655 8.8034
230 2.96659 8.80364
231 2.96662 8.80378
232 2.96668 8.80416
233 2.96675 8.80453
234 2.96689 8.80536
235 2.96703 8.80618
236 2.96717 8.80699
237 2.9672 8.8072
238 2.96706 8.80632
239 2.96707 8.80639
240 2.96697 8.80579
241 2.96681 8.80484
242 2.96681 8.80483
243 2.96681 8.80482
244 2.96681 8.80482
245 2.96662 8.80368
246 2.96643 8.80256
247 2.96623 8.80133
248 2.96602 8.80011
249 2.9657 8.79819
250 2.96539 8.79642
251 2.965 8.79412
252 2.96461 8.79184
253 2.96436 8.79036
254 2.96421 8.78945
255 2.96406 8.78855
256 2.96417 8.78918
257 2.96428 8.78981
258 2.96447 8.79096
259 2.96488 8.79341
260 2.96528 8.79585
261 2.96542 8.79665
262 2.96541 8.79656
263 2.96533 8.79607
264 2.96524 8.79558
265 2.96517 8.79515
266 2.96495 8.79382
267 2.96472 8.79249
268 2.96454 8.79139
269 2.96435 8.79029
270 2.96417 8.7892
271 2.96401 8.78823
272 2.96379 8.78693
273 2.96357 8.78564
274 2.96335 8.78436
275 2.96313 8.78306
276 2.96292 8.78177
277 2.96272 8.78064
278 2.96254 8.77952
279 2.96247 8.7791
280 2.9624 8.77869
281 2.96221 8.77755
282 2.96202 8.77643
283 2.9618 8.77513
284 2.96162 8.77409
285 2.96145 8.77305
286 2.96127 8.77203
287 2.9611 8.77101
288 2.96093 8.76998
289 2.96075 8.76895
290 2.96057 8.76786
291 2.96039 8.76678
292 2.96021 8.76571
293 2.96001 8.76454
294 2.95975 8.763
295 2.95949 8.76146
296 2.95921 8.75983
297 2.95896 8.75837
298 2.95864 8.7565
299 2.95841 8.75517
300 2.95833 8.75463
301 2.95816 8.75367
302 2.95801 8.75277
303 2.95785 8.75183
304 2.9577 8.7509
305 2.95754 8.74997
306 2.9575 8.74972
307 2.95742 8.74926
308 2.95735 8.74881
309 2.95728 8.74843
310 2.95722 8.74805
311 2.95723 8.74811
312 2.9572 8.74793
313 2.95718 8.74775
314 2.95711 8.74734
315 2.9571 8.74728
316 2.95708 8.74714
317 2.95706 8.747
318 2.95697 8.74652
319 2.95689 8.74602
320 2.95688 8.74596
321 2.9568 8.74546
322 2.95683 8.74565
323 2.95685 8.74577
324 2.95674 8.7451
325 2.95666 8.74461
326 2.95657 8.7441
327 2.95653 8.74382
328 2.95648 8.74355
329 2.95644 8.74327
330 2.95639 8.743
331 2.95635 8.74273
332 2.95625 8.74214
333 2.95609 8.74117
334 2.95583 8.73966
335 2.95558 8.73818
336 2.95533 8.73676
337 2.95509 8.7353
