MCC  <E>  <E^2>
________________________
1 3.4945 12.2116
2 3.54675 12.5822
3 3.52169 12.4054
4 3.50916 12.317
5 3.46262 12.0006
6 3.36747 11.3942
7 3.33463 11.1728
8 3.33535 11.171
9 3.33591 11.1696
10 3.34441 11.2229
11 3.35136 11.2665
12 3.35249 11.2711
13 3.33012 11.1252
14 3.3169 11.0371
15 3.30545 10.9607
16 3.29972 10.9212
17 3.28325 10.8152
18 3.26861 10.7209
19 3.22684 10.4791
20 3.18925 10.2614
21 3.15882 10.0824
22 3.13115 9.91977
23 3.08883 9.69089
24 3.05003 9.48109
25 3.01434 9.28806
26 2.98253 9.11484
27 2.95669 8.97064
28 2.93271 8.83675
29 2.91518 8.73473
30 2.90421 8.66647
31 2.90744 8.67809
32 2.91047 8.68899
33 2.91356 8.70069
34 2.91533 8.70482
35 2.91699 8.70872
36 2.93131 8.79409
37 2.94485 8.87485
38 2.9531 8.92069
39 2.96716 9.00631
40 2.97598 9.05668
41 2.98436 9.10458
42 2.99581 9.17372
43 3.00482 9.22657
44 3.01342 9.27702
45 3.0189 9.30702
46 3.02414 9.33571
47 3.02916 9.36319
48 3.03396 9.38952
49 3.03857 9.41477
50 3.0433 9.44099
51 3.04959 9.47773
52 3.05968 9.54121
53 3.06709 9.58602
54 3.07479 9.63315
55 3.08221 9.67856
56 3.08936 9.72235
57 3.09481 9.75459
58 3.10008 9.78572
59 3.10579 9.82009
60 3.10923 9.83928
61 3.11686 9.88743
62 3.12424 9.93403
63 3.12869 9.96034
64 3.1355 10.0033
65 3.1359 10.0032
66 3.1363 10.0031
67 3.13668 10.003
68 3.13704 10.0029
69 3.13712 10.001
70 3.13851 10.0076
71 3.13706 9.99644
72 3.13609 9.98821
73 3.13397 9.97319
74 3.13192 9.95857
75 3.12992 9.94435
76 3.13108 9.94975
77 3.1315 9.95055
78 3.12713 9.92281
79 3.12218 9.89197
80 3.11867 9.8692
81 3.11524 9.847
82 3.10891 9.80913
83 3.09784 9.74873
84 3.09209 9.7141
85 3.08648 9.68028
86 3.08115 9.64803
87 3.07595 9.61652
88 3.0728 9.59628
89 3.07239 9.59206
90 3.07031 9.57797
91 3.07094 9.58021
92 3.07156 9.58241
93 3.06962 9.56925
94 3.07139 9.57885
95 3.07271 9.58558
96 3.07318 9.58699
97 3.07364 9.58838
98 3.07409 9.58974
99 3.07453 9.59106
100 3.07497 9.59237
101 3.07579 9.59616
102 3.0766 9.59988
103 3.07866 9.61167
104 3.08068 9.62323
105 3.0831 9.6375
106 3.08598 9.65493
107 3.0882 9.66791
108 3.09159 9.6889
109 3.09432 9.70535
110 3.09699 9.7215
111 3.10017 9.74115
112 3.10447 9.76867
113 3.10739 9.78666
114 3.11012 9.80333
115 3.11281 9.81971
116 3.11615 9.84069
117 3.11943 9.86131
118 3.1223 9.87906
119 3.12512 9.89652
120 3.12744 9.91058
121 3.12894 9.91915
122 3.13041 9.92757
123 3.13186 9.93586
124 3.13097 9.92937
125 3.12779 9.90971
126 3.12353 9.88432
127 3.11933 9.85933
128 3.11839 9.8526
129 3.11747 9.84598
130 3.11622 9.83739
131 3.11499 9.82894
132 3.11445 9.82469
133 3.11393 9.82051
134 3.11374 9.81841
135 3.11457 9.82275
136 3.11524 9.82613
137 3.11591 9.82947
138 3.11511 9.82369
139 3.11432 9.81799
140 3.11382 9.81404
141 3.11332 9.81015
142 3.11344 9.81007
143 3.114 9.8128
144 3.11366 9.80987
145 3.11146 9.7961
146 3.1093 9.78252
147 3.10943 9.78257
148 3.10956 9.78262
149 3.10981 9.78343
150 3.10847 9.77459
151 3.10722 9.7663
152 3.10678 9.76287
153 3.10665 9.76135
154 3.10711 9.76353
155 3.10902 9.77524
156 3.1109 9.7868
157 3.11325 9.80157
158 3.11556 9.81615
159 3.11785 9.83055
160 3.12011 9.84478
161 3.12275 9.8617
162 3.12552 9.87955
163 3.12705 9.88882
164 3.12856 9.89798
165 3.13006 9.90703
166 3.13153 9.91597
167 3.13229 9.92017
168 3.13099 9.91163
169 3.12708 9.88912
170 3.12203 9.86118
171 3.11744 9.83549
172 3.11291 9.81009
173 3.10843 9.78498
174 3.104 9.76016
175 3.09838 9.73006
176 3.09469 9.70884
177 3.09221 9.69388
178 3.09008 9.68075
179 3.08797 9.66777
180 3.08671 9.65953
181 3.08674 9.65897
182 3.08697 9.65972
183 3.08654 9.65638
184 3.08589 9.65171
185 3.08338 9.63671
186 3.08134 9.62419
187 3.07705 9.60051
188 3.07579 9.59234
189 3.07454 9.58425
190 3.0733 9.57624
191 3.07258 9.5712
192 3.0718 9.56585
193 3.07128 9.56205
194 3.0717 9.56402
195 3.07182 9.56408
196 3.07193 9.56413
197 3.07205 9.56418
198 3.07216 9.56423
199 3.07205 9.56294
200 3.07182 9.5609
201 3.07159 9.55888
202 3.07079 9.55351
203 3.07001 9.54819
204 3.06923 9.54292
205 3.06846 9.5377
206 3.06769 9.53254
207 3.06757 9.53123
208 3.06709 9.52773
209 3.06649 9.52356
210 3.06731 9.52816
211 3.06738 9.528
212 3.06744 9.52784
213 3.06751 9.52768
214 3.06858 9.53395
215 3.06977 9.54098
216 3.07083 9.54724
217 3.07167 9.55202
218 3.07181 9.55232
219 3.07195 9.55262
220 3.07183 9.55138
221 3.06956 9.53807
222 3.06732 9.52488
223 3.06559 9.51441
224 3.0646 9.50809
225 3.06407 9.50434
226 3.06355 9.50074
227 3.06201 9.4913
228 3.06047 9.48195
229 3.05979 9.47733
230 3.05707 9.46193
231 3.05433 9.4464
232 3.05161 9.43101
233 3.05038 9.42331
234 3.04851 9.41222
235 3.04582 9.39699
236 3.04281 9.3803
237 3.03982 9.36374
238 3.03809 9.35339
239 3.03626 9.34257
240 3.03515 9.33557
241 3.03284 9.32235
242 3.03055 9.30923
243 3.02829 9.29623
244 3.02697 9.28815
245 3.02766 9.29192
246 3.028 9.2935
247 3.02702 9.28729
248 3.02571 9.27929
249 3.02414 9.26989
250 3.02258 9.26057
251 3.02274 9.26105
252 3.02289 9.26152
253 3.02305 9.26198
254 3.02373 9.26569
255 3.02384 9.26591
256 3.02356 9.26375
257 3.02328 9.2616
258 3.023 9.25947
259 3.02314 9.25986
260 3.02328 9.26024
261 3.02217 9.25338
262 3.02107 9.24658
263 3.02006 9.24031
264 3.01816 9.22934
265 3.01756 9.22532
266 3.01695 9.22133
267 3.01717 9.22219
268 3.01738 9.22304
269 3.01784 9.22543
270 3.01735 9.22212
271 3.01687 9.21883
272 3.01679 9.21792
273 3.01671 9.21701
