MCC  <E>  <E^2>
________________________
1 2.65232 7.0348
2 2.77023 7.68809
3 2.86162 8.21483
4 2.931 8.62467
5 2.94759 8.71653
6 2.95865 8.77776
7 2.96655 8.82151
8 3.0229 9.17857
9 3.04813 9.33234
10 3.03914 9.27423
11 3.03179 9.22668
12 3.03365 9.23507
13 3.0135 9.11563
14 2.99574 9.01055
15 3.00851 9.0871
16 3.01968 9.15409
17 3.02954 9.21319
18 3.03418 9.23973
19 3.04689 9.3182
20 3.055 9.36717
21 3.05916 9.39131
22 3.06831 9.44768
23 3.07667 9.49914
24 3.07746 9.50262
25 3.07195 9.46822
26 3.06132 9.40462
27 3.06011 9.39605
28 3.05108 9.34194
29 3.04268 9.29156
30 3.03483 9.24453
31 3.02749 9.20054
32 3.01962 9.1538
33 3.00789 9.08638
34 3.00053 9.04284
35 2.99265 8.99659
36 2.98521 8.95291
37 2.97817 8.91159
38 2.98022 8.92286
39 2.984 8.94485
40 2.98758 8.96574
41 2.99007 8.97988
42 2.99041 8.98099
43 2.99074 8.98206
44 2.99312 8.99573
45 2.99029 8.97832
46 2.98462 8.94507
47 2.97918 8.91323
48 2.97675 8.89825
49 2.97359 8.87915
50 2.97092 8.86287
51 2.973 8.87476
52 2.975 8.88618
53 2.97693 8.89718
54 2.98058 8.91897
55 2.98409 8.93996
56 2.98928 8.9718
57 2.99429 9.00253
58 2.99912 9.03219
59 3.00184 9.0483
60 3.00605 9.074
61 3.01012 9.09886
62 3.01405 9.12291
63 3.01787 9.1462
64 3.02142 9.16783
65 3.02841 9.21266
66 3.02875 9.21411
67 3.03095 9.22713
68 3.03402 9.2458
69 3.03687 9.26305
70 3.03989 9.28147
71 3.04283 9.29937
72 3.05053 9.34996
73 3.05802 9.39917
74 3.06523 9.44645
75 3.07315 9.49901
76 3.07923 9.53852
77 3.08048 9.54555
78 3.08169 9.5524
79 3.08312 9.5607
80 3.08609 9.57906
81 3.08508 9.57217
82 3.08412 9.56571
83 3.0832 9.55941
84 3.08479 9.56882
85 3.0859 9.57513
86 3.08465 9.56698
87 3.08492 9.56804
88 3.08518 9.56908
89 3.08546 9.57022
90 3.08511 9.56751
91 3.08379 9.55896
92 3.08441 9.56228
93 3.08279 9.55205
94 3.08122 9.54204
95 3.07702 9.51736
96 3.07308 9.49408
97 3.06922 9.47129
98 3.06544 9.44896
99 3.06216 9.42939
100 3.05771 9.40359
101 3.05335 9.3783
102 3.04907 9.35351
103 3.04488 9.32919
104 3.04251 9.31478
105 3.04134 9.30729
106 3.04027 9.30035
107 3.03819 9.28762
108 3.03424 9.26478
109 3.03058 9.24352
110 3.02664 9.22079
111 3.02478 9.20939
112 3.02275 9.19703
113 3.02214 9.19285
114 3.02298 9.19746
115 3.0238 9.202
116 3.02529 9.21079
117 3.02636 9.21689
118 3.02784 9.22561
119 3.0293 9.23418
120 3.03084 9.24336
121 3.03256 9.25363
122 3.03477 9.2672
123 3.03695 9.28055
124 3.03741 9.28288
