MCC  <E>  <E^2>
________________________
1 3.54912 12.5962
2 3.48531 12.1515
3 3.47069 12.0489
4 3.46339 11.9976
5 3.45235 11.9212
6 3.45027 11.9065
7 3.44879 11.8959
8 3.44767 11.888
9 3.41557 11.6758
10 3.37632 11.4221
11 3.34687 11.2307
12 3.32232 11.0712
13 3.30155 10.9363
14 3.28375 10.8206
15 3.26833 10.7203
16 3.26268 10.6816
17 3.24235 10.5537
18 3.22427 10.4401
19 3.20587 10.3255
20 3.19634 10.2639
21 3.18772 10.2081
22 3.17806 10.1464
23 3.17689 10.137
24 3.17581 10.1283
25 3.17582 10.1267
26 3.17361 10.1112
27 3.1759 10.1244
28 3.17801 10.1366
29 3.17686 10.1281
30 3.17532 10.1172
31 3.17389 10.107
32 3.17254 10.0975
33 3.17127 10.0885
34 3.16876 10.0719
35 3.1664 10.0562
36 3.17252 10.0955
37 3.18173 10.1563
38 3.19046 10.2138
39 3.19533 10.2449
40 3.20219 10.2897
41 3.20956 10.3383
42 3.21658 10.3846
43 3.22327 10.4287
44 3.23065 10.4777
45 3.2377 10.5246
46 3.24256 10.5562
47 3.247 10.5851
48 3.25068 10.6087
49 3.25241 10.6193
50 3.25108 10.6099
51 3.24783 10.5885
52 3.24855 10.5925
53 3.24523 10.5707
54 3.24202 10.5498
55 3.23851 10.527
56 3.22965 10.4732
57 3.22767 10.4599
58 3.22576 10.4471
59 3.22392 10.4347
60 3.22214 10.4227
61 3.21924 10.4039
62 3.21608 10.3835
63 3.2138 10.3686
64 3.21423 10.3707
65 3.21465 10.3728
66 3.2163 10.383
67 3.2179 10.3929
68 3.22068 10.4108
69 3.22252 10.4223
70 3.22625 10.4467
71 3.22767 10.4555
72 3.22803 10.4573
73 3.22812 10.4574
74 3.2282 10.4575
75 3.22871 10.4603
76 3.2285 10.4585
77 3.2283 10.4567
78 3.2281 10.455
79 3.22667 10.4455
80 3.22592 10.4403
81 3.22519 10.4352
82 3.22479 10.4322
83 3.2234 10.423
84 3.2245 10.4298
85 3.22288 10.4192
86 3.22131 10.4089
87 3.21976 10.3988
88 3.21826 10.3889
89 3.21579 10.3732
90 3.21331 10.3575
91 3.21088 10.342
92 3.21186 10.3481
93 3.2097 10.3343
94 3.20758 10.3207
95 3.2055 10.3075
96 3.20347 10.2945
97 3.20061 10.2767
98 3.19781 10.2592
99 3.19506 10.242
100 3.19041 10.2141
101 3.18968 10.2092
102 3.19069 10.2154
103 3.19053 10.214
104 3.19038 10.2127
105 3.19205 10.2234
106 3.19406 10.2363
107 3.19591 10.2481
108 3.19772 10.2598
109 3.19951 10.2712
110 3.20051 10.2774
111 3.20073 10.2786
112 3.20096 10.2797
113 3.20118 10.2808
114 3.2014 10.2819
115 3.20161 10.283
116 3.20035 10.2748
117 3.1991 10.2668
118 3.19776 10.2581
119 3.19645 10.2496
120 3.19515 10.2413
121 3.19388 10.2331
122 3.19262 10.225
123 3.18997 10.2087
124 3.1862 10.1861
125 3.18284 10.1658
126 3.17953 10.1459
127 3.17645 10.1272
128 3.17342 10.1088
129 3.1744 10.1149
130 3.17616 10.1262
131 3.17789 10.1373
132 3.1796 10.1482
133 3.18159 10.1611
134 3.18355 10.1738
135 3.18548 10.1863
136 3.18738 10.1986
137 3.18925 10.2107
138 3.18995 10.215
139 3.19063 10.2191
140 3.18866 10.2068
141 3.18766 10.2003
142 3.18608 10.1903
143 3.18549 10.1863
144 3.18538 10.1853
145 3.18594 10.1887
146 3.18617 10.1899
147 3.18639 10.191
148 3.18658 10.192
149 3.18711 10.1952
150 3.18722 10.1956
151 3.18732 10.196
152 3.18913 10.2078
153 3.19048 10.2164
154 3.19202 10.2264
155 3.19366 10.237
156 3.19454 10.2425
157 3.19541 10.248
158 3.19627 10.2534
159 3.19712 10.2587
160 3.19779 10.2628
161 3.19815 10.2649
162 3.19769 10.2618
163 3.19723 10.2586
164 3.19578 10.2495
165 3.19435 10.2404
166 3.19336 10.2341
167 3.19239 10.2278
168 3.19236 10.2274
169 3.1907 10.2171
170 3.18905 10.2068
171 3.18848 10.203
172 3.18809 10.2003
173 3.18894 10.2057
174 3.18979 10.211
175 3.19086 10.2178
176 3.19191 10.2245
177 3.19326 10.2333
178 3.1946 10.2419
179 3.19571 10.249
180 3.19654 10.2543
181 3.19737 10.2595
182 3.19805 10.2637
183 3.19878 10.2683
184 3.1995 10.2728
185 3.20086 10.2816
186 3.20221 10.2904
187 3.20355 10.2991
188 3.20487 10.3077
189 3.20583 10.3139
190 3.20678 10.3199
191 3.20772 10.3259
192 3.20865 10.3319
193 3.20982 10.3394
194 3.21097 10.3469
195 3.21211 10.3543
196 3.21355 10.3638
197 3.21513 10.3743
198 3.21631 10.3819
199 3.21773 10.3913
200 3.21914 10.4005
201 3.22053 10.4097
202 3.22191 10.4188
203 3.22271 10.4238
204 3.2237 10.4302
205 3.22481 10.4375
206 3.22592 10.4447
207 3.22609 10.4456
208 3.22617 10.446
209 3.22626 10.4464
210 3.2253 10.4402
211 3.22434 10.434
212 3.22414 10.4325
213 3.22309 10.4258
214 3.2226 10.4225
215 3.22284 10.4239
216 3.22281 10.4236
217 3.22278 10.4233
218 3.22246 10.421
219 3.22215 10.4189
220 3.22159 10.4151
221 3.22103 10.4115
222 3.2197 10.4031
223 3.21838 10.3948
224 3.21643 10.383
225 3.21375 10.3672
226 3.21042 10.3481
227 3.20712 10.3292
228 3.20347 10.3087
229 3.2011 10.2946
230 3.19876 10.2806
231 3.19623 10.2657
232 3.19412 10.253
233 3.19203 10.2405
234 3.1893 10.2246
235 3.18744 10.2133
236 3.18561 10.2022
237 3.18378 10.1911
238 3.18208 10.1807
239 3.18039 10.1704
240 3.17802 10.1565
241 3.17568 10.1427
242 3.17391 10.132
243 3.17264 10.1241
244 3.17132 10.1159
245 3.17 10.1077
246 3.1687 10.0996
247 3.16818 10.0961
248 3.16862 10.0988
249 3.16957 10.1048
250 3.17052 10.1108
251 3.17134 10.1159
252 3.17215 10.121
253 3.17296 10.126
254 3.17376 10.131
255 3.17495 10.1388
256 3.17613 10.1464
257 3.17731 10.154
258 3.17797 10.1581
259 3.17863 10.1621
260 3.17941 10.1671
261 3.18019 10.172
262 3.181 10.1771
263 3.1807 10.1749
264 3.18149 10.1799
265 3.18269 10.1877
266 3.18387 10.1954
267 3.18494 10.2023
268 3.18583 10.2079
269 3.18641 10.2115
270 3.18624 10.2102
271 3.18608 10.209
272 3.18621 10.2096
273 3.18633 10.2102
274 3.18669 10.2123
275 3.18607 10.2082
276 3.18544 10.2041
277 3.18492 10.2007
278 3.18441 10.1973
279 3.18288 10.188
280 3.18206 10.1828
281 3.18213 10.183
282 3.18235 10.1842
283 3.18243 10.1845
284 3.18305 10.1884
285 3.18392 10.1939
286 3.18478 10.1994
287 3.18549 10.2039
288 3.1862 10.2084
289 3.18677 10.2119
290 3.18747 10.2163
291 3.18827 10.2214
292 3.18907 10.2265
293 3.18931 10.2279
294 3.18916 10.2267
295 3.18902 10.2256
296 3.18852 10.2224
297 3.18806 10.2193
298 3.18744 10.2153
299 3.18683 10.2113
300 3.18667 10.2101
301 3.18651 10.2089
302 3.18635 10.2077
303 3.18526 10.2009
304 3.18443 10.1957
305 3.18361 10.1905
306 3.18279 10.1853
307 3.18218 10.1813
308 3.18188 10.1793
309 3.18158 10.1772
310 3.18127 10.1751
311 3.18178 10.1783
312 3.1823 10.1815
313 3.18254 10.1828
314 3.18271 10.1838
315 3.18218 10.1803
316 3.18166 10.1769
317 3.1816 10.1764
318 3.18123 10.1739
319 3.18086 10.1714
320 3.18049 10.1689
321 3.18003 10.1659
322 3.17952 10.1625
323 3.179 10.1592
324 3.17789 10.1524
325 3.17747 10.1496
326 3.17564 10.1389
327 3.17445 10.1316
328 3.17392 10.1282
329 3.17343 10.125
330 3.17316 10.1232
331 3.1729 10.1213
332 3.17269 10.1198
