0.01 0.0138432 0.0920944
0.02 0.0279543 0.143743
0.03 0.0420001 0.190171
0.04 0.0556406 0.231962
0.05 0.0682528 0.273362
0.06 0.0805803 0.312646
0.07 0.0946718 0.350865
0.08 0.107851 0.388308
0.09 0.119849 0.425656
0.1 0.134395 0.460346
0.11 0.145343 0.498867
0.12 0.158689 0.532332
0.13 0.171789 0.56729
0.14 0.183512 0.602565
0.15 0.196707 0.637331
0.16 0.207271 0.673611
0.17 0.220988 0.706237
0.18 0.233085 0.738391
0.19 0.244797 0.773216
0.2 0.25698 0.806966
0.21 0.268814 0.839456
0.22 0.280072 0.873263
0.23 0.292319 0.906772
0.24 0.303208 0.941313
0.25 0.315582 0.971569
0.26 0.325384 1.00802
0.27 0.338276 1.03716
0.28 0.350265 1.06972
0.29 0.36156 1.09987
0.3 0.371424 1.1349
0.31 0.387003 1.15942
0.32 0.395522 1.19729
0.33 0.406562 1.22845
0.34 0.419292 1.25617
0.35 0.428863 1.28989
0.36 0.439572 1.32349
0.37 0.452387 1.34889
0.38 0.463282 1.38263
0.39 0.472158 1.41594
0.4 0.483255 1.44649
0.41 0.495436 1.47309
0.42 0.50581 1.50372
0.43 0.514196 1.54158
0.44 0.52468 1.57038
0.45 0.535893 1.60238
0.46 0.545454 1.63441
0.47 0.557333 1.66181
0.48 0.570354 1.68727
0.49 0.578065 1.72272
0.5 0.58831 1.75252
0.51 0.597501 1.78505
0.52 0.609635 1.80974
0.53 0.619068 1.83808
0.54 0.627907 1.87427
0.55 0.638384 1.9039
0.56 0.648068 1.93408
0.57 0.656338 1.96874
0.58 0.670588 1.98967
0.59 0.676755 2.0248
0.6 0.685239 2.05764
0.61 0.695702 2.08421
0.62 0.708879 2.10709
0.63 0.711937 2.15203
0.64 0.724271 2.17574
0.65 0.735578 2.19988
0.66 0.7456 2.22705
0.67 0.754645 2.26099
0.68 0.761007 2.29313
0.69 0.76766 2.32847
0.7 0.782362 2.34497
0.71 0.789495 2.37923
0.72 0.80214 2.39959
0.73 0.810843 2.43193
0.74 0.813836 2.47438
0.75 0.824771 2.49933
0.76 0.83734 2.51889
0.77 0.841323 2.56152
0.78 0.850783 2.59147
0.79 0.86104 2.61011
0.8 0.870158 2.64016
0.81 0.879443 2.66612
0.82 0.885522 2.6992
0.83 0.897736 2.72217
0.84 0.904272 2.75493
0.85 0.911463 2.78627
0.86 0.920024 2.81554
0.87 0.929822 2.84159
0.88 0.933675 2.88106
0.89 0.942908 2.90711
0.9 0.954053 2.92992
0.91 0.960898 2.96001
0.92 0.967385 2.99617
0.93 0.9778 3.01482
0.94 0.982983 3.05349
0.95 0.9905 3.08262
0.96 1.0015 3.1021
0.97 1.00597 3.13672
0.98 1.0146 3.16792
0.99 1.02405 3.18961
1 1.03358 3.21457
