0.21 3.09058 9.89977 1.5788
0.22 3.09029 9.88773 1.57862
0.23 3.08987 9.88612 1.57453
0.24 3.09024 9.90002 1.56986
0.25 3.09017 9.89077 1.56547
0.26 3.0903 9.89029 1.56183
0.27 3.09008 9.88804 1.55793
0.28 3.09058 9.89014 1.55405
0.29 3.09067 9.88845 1.54991
0.3 3.09074 9.89558 1.54643
0.31 3.09099 9.89761 1.54302
0.32 3.09107 9.89597 1.53975
0.33 3.09149 9.90699 1.5367
0.32 3.09159 9.89998 1.53389
0.33 3.09225 9.90163 1.53097
0.34 3.09264 9.90474 1.52781
0.35 3.09236 9.90392 1.52516
0.36 3.09283 9.90924 1.52265
0.37 3.09332 9.91122 1.52021
0.38 3.09292 9.90688 1.51765
0.42 3.09351 9.9087 1.51512
0.43 3.09362 9.91559 1.51446
0.44 3.09377 9.91305 1.51187
0.45 3.09389 9.91949 1.50995
0.46 3.09471 9.92143 1.50674
0.47 3.09464 9.91567 1.50504
0.48 3.09487 9.92203 1.5031
0.49 3.09543 9.92198 1.50011
0.5 3.09555 9.93636 1.49872
0.51 3.09605 9.9231 1.4971
0.52 3.09622 9.92613 1.49471
0.53 3.09627 9.92627 1.49296
0.54 3.09671 9.93438 1.49127
0.55 3.09676 9.93208 1.48945
0.56 3.09725 9.93228 1.48807
0.57 3.09743 9.94608 1.48594
0.58 3.09756 9.94115 1.48483
0.59 3.09781 9.9376 1.48303
0.57 3.09854 9.94277 1.48155
0.58 3.09847 9.94001 1.48027
0.59 3.09869 9.94148 1.4787
0.6 3.0986 9.94061 1.4773
0.61 3.09969 9.95346 1.47541
0.62 3.09982 9.94869 1.47467
0.63 3.09988 9.94839 1.4731
0.64 3.10043 9.9497 1.47154
0.65 3.10022 9.9514 1.47049
0.66 3.10055 9.95125 1.4694
0.67 3.1011 9.95773 1.46788
0.68 3.10123 9.95758 1.46661
0.69 3.10133 9.96063 1.4656
0.7 3.10169 9.96186 1.46425
0.71 3.10155 9.96018 1.4638
0.72 3.10203 9.96024 1.46221
0.76 3.10232 9.96147 1.46119
0.77 3.10218 9.96323 1.46142
0.78 3.10234 9.95984 1.46041
0.79 3.10251 9.96692 1.45924
0.8 3.10288 9.96362 1.45878
0.81 3.10286 9.96461 1.45742
0.82 3.10355 9.97962 1.4562
0.83 3.10349 9.97157 1.4554
0.84 3.10379 9.96739 1.45456
0.85 3.10433 9.97183 1.45346
0.86 3.10454 9.97705 1.4526
0.87 3.10456 9.97305 1.45155
0.88 3.10486 9.97802 1.45057
0.89 3.10477 10.032 1.45033
0.9 3.10501 9.97671 1.4491
0.91 3.10541 9.97807 1.44794
0.92 3.10547 9.97859 1.44771
0.93 3.10568 9.98179 1.44666
0.94 3.10593 9.98342 1.44585
0.95 3.10618 9.98211 1.44527
0.96 3.10578 9.98005 1.44469
0.97 3.10665 9.98489 1.44364
0.98 3.1068 9.98703 1.44308
0.99 3.1071 9.99436 1.44213
1 3.10688 9.98669 1.44183
1.01 3.10717 9.98778 1.44083
1.02 3.1072 9.98966 1.44004
1.03 3.10772 9.99407 1.43936
1.04 3.10761 9.99216 1.439
1.05 3.10785 9.99356 1.43821
1.06 3.10835 9.99818 1.43765
1.07 3.1082 9.99492 1.43682
1.08 3.10805 9.99213 1.43662
1.09 3.10873 9.99754 1.43587
1.1 3.10846 9.99702 1.43529
1.11 3.10883 10.0017 1.43502
1.12 3.10881 9.99554 1.43432
1.13 3.10906 10.004 1.43331
1.14 3.1094 9.99909 1.43282
1.15 3.10931 10.0038 1.43246
1.16 3.10948 10.0014 1.43199
1.17 3.10996 10.0081 1.43124
1.18 3.10999 10.0032 1.43098
1.19 3.1101 10.0145 1.43051
0.2 3.10771 9.99224 1.45129
0.21 3.10246 9.95936 1.49123
