1 -2 4 1 1 -800
2 -2 4 1 1 -800
3 -2 4 1 1 -800
4 -2 4 1 1 -800
5 -2 4 1 1 -800
6 -2 4 1 1 -800
7 -2 4 1 1 -800
8 -2 4 1 1 -800
9 -1.99778 3.99116 0.999444 0.998892 -792
10 -1.996 3.98408 0.999 0.998005 -792
11 -1.99636 3.98553 0.999091 0.998186 -800
12 -1.99667 3.98673 0.999167 0.998338 -800
13 -1.99692 3.98775 0.999231 0.998465 -800
14 -1.99714 3.98863 0.999286 0.998575 -800
15 -1.99733 3.98939 0.999333 0.99867 -800
16 -1.9975 3.99005 0.999375 0.998753 -800
17 -1.99647 3.98595 0.999118 0.99824 -792
18 -1.99667 3.98673 0.999167 0.998337 -800
19 -1.99684 3.98743 0.999211 0.998425 -800
20 -1.997 3.98806 0.99925 0.998504 -800
21 -1.99714 3.98863 0.999286 0.998575 -800
22 -1.99727 3.98915 0.999318 0.99864 -800
23 -1.99739 3.98962 0.999348 0.998699 -800
24 -1.9975 3.99005 0.999375 0.998753 -800
25 -1.9976 3.99045 0.9994 0.998803 -800
26 -1.99769 3.99082 0.999423 0.998849 -800
27 -1.99778 3.99116 0.999444 0.998892 -800
28 -1.99786 3.99147 0.999464 0.998931 -800
29 -1.99724 3.98902 0.99931 0.998624 -792
30 -1.99733 3.98939 0.999333 0.99867 -800
31 -1.99742 3.98973 0.999355 0.998713 -800
32 -1.9975 3.99005 0.999375 0.998753 -800
33 -1.99758 3.99035 0.999394 0.998791 -800
34 -1.99765 3.99064 0.999412 0.998826 -800
35 -1.99771 3.9909 0.999429 0.99886 -800
36 -1.99778 3.99116 0.999444 0.998892 -800
37 -1.99784 3.99139 0.999459 0.998922 -800
38 -1.99789 3.99162 0.999474 0.99895 -800
39 -1.99795 3.99184 0.999487 0.998977 -800
40 -1.998 3.99204 0.9995 0.999003 -800
41 -1.99805 3.99223 0.999512 0.999027 -800
42 -1.9981 3.99242 0.999524 0.99905 -800
43 -1.99814 3.9926 0.999535 0.999072 -800
44 -1.99818 3.99276 0.999545 0.999093 -800
45 -1.99822 3.99292 0.999556 0.999113 -800
46 -1.99826 3.99308 0.999565 0.999133 -800
47 -1.9983 3.99323 0.999574 0.999151 -800
48 -1.99833 3.99337 0.999583 0.999169 -800
49 -1.99837 3.9935 0.999592 0.999186 -800
50 -1.9984 3.99363 0.9996 0.999202 -800
51 -1.99843 3.99376 0.999608 0.999218 -800
52 -1.99846 3.99388 0.999615 0.999233 -800
53 -1.99849 3.99399 0.999623 0.999247 -800
54 -1.99815 3.99263 0.999537 0.999076 -792
55 -1.99782 3.99132 0.999455 0.998912 -792
56 -1.99786 3.99147 0.999464 0.998931 -800
57 -1.99789 3.99162 0.999474 0.99895 -800
58 -1.99793 3.99177 0.999483 0.998968 -800
59 -1.99797 3.99191 0.999492 0.998986 -800
60 -1.998 3.99204 0.9995 0.999003 -800
61 -1.99803 3.99217 0.999508 0.999019 -800
62 -1.99806 3.9923 0.999516 0.999035 -800
63 -1.9981 3.99242 0.999524 0.99905 -800
64 -1.99813 3.99254 0.999531 0.999065 -800
65 -1.99815 3.99265 0.999538 0.999079 -800
66 -1.99818 3.99276 0.999545 0.999093 -800
67 -1.99821 3.99287 0.999552 0.999107 -800
68 -1.99824 3.99298 0.999559 0.99912 -800
69 -1.99826 3.99308 0.999565 0.999133 -800
70 -1.99829 3.99318 0.999571 0.999145 -800
71 -1.99831 3.99327 0.999577 0.999157 -800
72 -1.99833 3.99337 0.999583 0.999169 -800
73 -1.99836 3.99346 0.999589 0.99918 -800
74 -1.99838 3.99355 0.999595 0.999191 -800
75 -1.9984 3.99363 0.9996 0.999202 -800
76 -1.99842 3.99372 0.999605 0.999213 -800
77 -1.99818 3.99276 0.999545 0.999093 -792
78 -1.99821 3.99286 0.999551 0.999105 -800
79 -1.99823 3.99295 0.999557 0.999116 -800
80 -1.99825 3.99303 0.999563 0.999127 -800
81 -1.99802 3.99214 0.999506 0.999015 -792
82 -1.99805 3.99223 0.999512 0.999027 -800
83 -1.99807 3.99233 0.999518 0.999039 -800
84 -1.9981 3.99242 0.999524 0.99905 -800
85 -1.99812 3.99251 0.999529 0.999061 -800
86 -1.99814 3.9926 0.999535 0.999072 -800
87 -1.99816 3.99268 0.99954 0.999083 -800
88 -1.99818 3.99276 0.999545 0.999093 -800
89 -1.9982 3.99284 0.999551 0.999103 -800
90 -1.998 3.99204 0.9995 0.999003 -792
91 -1.9978 3.99125 0.999451 0.998904 -792
92 -1.99783 3.99135 0.999457 0.998916 -800
93 -1.99785 3.99144 0.999462 0.998927 -800
94 -1.99787 3.99153 0.999468 0.998939 -800
95 -1.99768 3.99078 0.999421 0.998845 -792
