1 -1.1 1.21 0.455 0.207025 -440
2 -1.065 1.13545 0.435 0.189625 -412
3 -1.14 1.31167 0.456667 0.20975 -516
4 -1.185 1.41935 0.48125 0.234319 -528
5 -1.204 1.46316 0.487 0.239475 -512
6 -1.22 1.50097 0.486667 0.238767 -520
7 -1.22429 1.50976 0.483571 0.235546 -500
8 -1.235 1.53555 0.4825 0.234306 -524
9 -1.23222 1.52761 0.483333 0.23495 -484
10 -1.223 1.50481 0.4785 0.230377 -456
11 -1.21182 1.47801 0.47 0.222909 -440
12 -1.20667 1.46505 0.464583 0.218002 -460
13 -1.19615 1.44042 0.453846 0.209358 -428
14 -1.19286 1.432 0.445714 0.202661 -460
15 -1.186 1.41574 0.443333 0.200357 -436
16 -1.17875 1.39881 0.43875 0.196391 -428
17 -1.18059 1.40265 0.436471 0.19425 -484
18 -1.18056 1.40208 0.431667 0.190264 -472
19 -1.18053 1.40157 0.430263 0.188883 -472
20 -1.1895 1.42398 0.4315 0.18979 -544
21 -1.19857 1.44685 0.434286 0.192186 -552
22 -1.21045 1.47798 0.440682 0.198478 -584
23 -1.21565 1.49063 0.443261 0.200718 -532
24 -1.21625 1.49155 0.445833 0.202981 -492
25 -1.2144 1.48665 0.4484 0.205266 -468
26 -1.22077 1.50272 0.454423 0.211449 -552
27 -1.23074 1.52929 0.45963 0.21673 -596
28 -1.23893 1.5508 0.464464 0.221633 -584
29 -1.24276 1.56017 0.467414 0.224422 -540
30 -1.24633 1.56891 0.471 0.227962 -540
31 -1.25226 1.58426 0.477419 0.235089 -572
32 -1.26063 1.60696 0.484531 0.243274 -608
33 -1.26576 1.62023 0.490606 0.250121 -572
34 -1.26824 1.62618 0.497059 0.257591 -540
35 -1.26657 1.62155 0.501 0.261752 -484
36 -1.26444 1.61584 0.504306 0.265159 -476
37 -1.26351 1.61306 0.506757 0.267561 -492
38 -1.26447 1.61508 0.508947 0.26968 -520
39 -1.26513 1.61634 0.509872 0.270381 -516
40 -1.2625 1.60957 0.510625 0.270912 -464
41 -1.26244 1.60903 0.512439 0.272651 -504
42 -1.26024 1.60332 0.514643 0.274874 -468
43 -1.26 1.60237 0.516977 0.277278 -500
44 -1.26023 1.60261 0.519318 0.279713 -508
45 -1.26067 1.6034 0.521667 0.282177 -512
