1 -0.59 0.3481 0.02 0.0004
2 -0.65 0.4261 0.01 0.0002
3 -0.703333 0.502767 0.025 0.00114167
4 -0.7525 0.579575 0.05 0.0047625
5 -0.778 0.61854 0.063 0.006455
6 -0.821667 0.695717 0.0766667 0.00888333
7 -0.854286 0.753829 0.0964286 0.0142179
8 -0.89 0.82205 0.1175 0.0212188
9 -0.916667 0.872589 0.133333 0.0263722
10 -0.92 0.87558 0.1435 0.0292575
11 -0.937273 0.907991 0.150455 0.0309977
12 -0.945833 0.922458 0.15625 0.0324479
13 -0.950769 0.929969 0.160769 0.0335077
14 -0.961429 0.949971 0.163929 0.0341161
15 -0.966667 0.958747 0.169333 0.0358433
16 -0.980625 0.987331 0.177813 0.0394172
17 -0.992941 1.01255 0.185294 0.0425706
18 -1.00167 1.02977 0.189444 0.0439611
19 -1.00842 1.04278 0.197105 0.0475539
20 -1.017 1.06026 0.2085 0.0542075
21 -1.02429 1.07496 0.21881 0.0602274
22 -1.02409 1.07339 0.224091 0.0625909
23 -1.02565 1.07557 0.227609 0.0639141
24 -1.02875 1.08117 0.229167 0.0641771
25 -1.0316 1.08632 0.2342 0.066651
26 -1.03462 1.09193 0.240962 0.0705529
27 -1.03333 1.08853 0.246296 0.0734296
28 -1.03286 1.08681 0.250893 0.0758295
29 -1.03345 1.08735 0.252759 0.0764224
30 -1.03133 1.08247 0.254167 0.0767758
31 -1.03097 1.08111 0.255484 0.0771065
32 -1.03281 1.08445 0.259063 0.078975
33 -1.03606 1.09097 0.263333 0.0814303
34 -1.03676 1.09193 0.265147 0.0821419
35 -1.04 1.09852 0.268286 0.0838129
36 -1.04028 1.09863 0.270556 0.0848875
37 -1.04243 1.10284 0.272838 0.0859993
38 -1.04421 1.10624 0.273026 0.0857993
39 -1.0459 1.10947 0.272821 0.0854
40 -1.046 1.1093 0.271125 0.0843156
41 -1.04561 1.10811 0.266585 0.0824354
42 -1.04429 1.10507 0.262143 0.080625
43 -1.04372 1.10356 0.256744 0.0787709
44 -1.04318 1.10213 0.251477 0.0769949
45 -1.04378 1.10308 0.247556 0.0754089
46 -1.04565 1.10686 0.242391 0.0737717
47 -1.04617 1.10767 0.23883 0.0723218
48 -1.04708 1.10934 0.235104 0.0708901
49 -1.04388 1.10287 0.231531 0.0695168
50 -1.0402 1.0956 0.2285 0.0682545
51 -1.03902 1.09295 0.225784 0.067075
52 -1.03885 1.09233 0.225 0.0664433
53 -1.03868 1.09174 0.22566 0.0664651
54 -1.04019 1.09475 0.226296 0.0664861
55 -1.04236 1.09931 0.228182 0.0672573
56 -1.04554 1.10626 0.230625 0.0684353
57 -1.04825 1.11212 0.234298 0.0706311
58 -1.05224 1.12119 0.239224 0.0740754
59 -1.05305 1.1227 0.242627 0.0761013
60 -1.054 1.12452 0.246917 0.0789996
61 -1.05607 1.12891 0.25123 0.0819684
62 -1.05935 1.13631 0.256855 0.0864528
63 -1.06175 1.14151 0.261825 0.0902377
64 -1.06266 1.14328 0.265 0.0922063
65 -1.06108 1.13987 0.268308 0.0943323
66 -1.06136 1.14027 0.271288 0.0961792
67 -1.06403 1.1462 0.274328 0.0981112
68 -1.07029 1.16199 0.277794 0.100493
69 -1.07565 1.1752 0.281304 0.102956
70 -1.079 1.18293 0.284143 0.104776
71 -1.08296 1.19232 0.286972 0.106614
72 -1.08681 1.20145 0.290556 0.109258
73 -1.09068 1.2107 0.294384 0.112212
74 -1.09189 1.21316 0.297297 0.114211
75 -1.09467 1.21951 0.300867 0.116944
76 -1.09697 1.22469 0.302961 0.11819
77 -1.09831 1.22749 0.305584 0.119967
78 -1.09782 1.22616 0.307436 0.121025
79 -1.09873 1.22796 0.309494 0.122289
80 -1.10038 1.23152 0.311938 0.123948
81 -1.10086 1.23236 0.313086 0.124443
82 -1.10024 1.23078 0.314756 0.125395
83 -1.09988 1.22975 0.316205 0.126164
84 -1.09929 1.22823 0.317262 0.126615
85 -1.09976 1.22907 0.318 0.126824
86 -1.09814 1.2255 0.318663 0.126985
87 -1.09701 1.2229 0.318793 0.126777
88 -1.09489 1.21842 0.318352 0.126227
89 -1.09404 1.21642 0.319382 0.126697
90 -1.09467 1.2176 0.321667 0.128352
91 -1.09451 1.21703 0.322802 0.128927
92 -1.09554 1.2192 0.325 0.130521
93 -1.09505 1.21794 0.326559 0.131493
94 -1.09489 1.21739 0.326809 0.131397
95 -1.09442 1.21618 0.326842 0.131161
96 -1.09302 1.21312 0.325365 0.130151
97 -1.09237 1.21155 0.324381 0.129354
98 -1.09194 1.21043 0.324184 0.128984
99 -1.09071 1.20771 0.32399 0.12862
100 -1.0899 1.20583 0.32365 0.128175
101 -1.08911 1.204 0.323614 0.12792
102 -1.08843 1.20239 0.323676 0.127734
103 -1.08903 1.20356 0.324126 0.127823
104 -1.08875 1.20279 0.324183 0.127641
105 -1.08981 1.20505 0.325 0.128026
106 -1.0916 1.20914 0.326368 0.128902
107 -1.0929 1.21198 0.327664 0.129718
108 -1.09407 1.21454 0.329259 0.130832
109 -1.09459 1.21553 0.330872 0.131971
110 -1.09618 1.21914 0.332909 0.133572
111 -1.09721 1.22135 0.33482 0.135044
112 -1.09795 1.22287 0.336696 0.136491
113 -1.09805 1.22295 0.338628 0.138009
114 -1.09816 1.22303 0.340658 0.139648
115 -1.09861 1.2239 0.342217 0.140785
116 -1.09948 1.22576 0.343405 0.141558
117 -1.09949 1.22563 0.345 0.142749
118 -1.10127 1.22978 0.346653 0.14401
119 -1.10378 1.23592 0.348824 0.145876
120 -1.10533 1.23949 0.350375 0.147045
121 -1.1057 1.24017 0.351777 0.148065
122 -1.10713 1.24344 0.353852 0.149851
123 -1.10878 1.24728 0.356098 0.15186
