1 -2 4 1 1
2 -1 2 0.75 0.625
3 -1.33333 2.66667 0.833333 0.75
4 -1.5 3 0.875 0.8125
5 -1.2 2.4 0.8 0.7
6 -1 2 0.75 0.625
7 -0.857143 1.71429 0.714286 0.571429
8 -0.75 1.5 0.6875 0.53125
9 -0.888889 1.77778 0.722222 0.583333
10 -0.8 1.6 0.7 0.55
11 -0.727273 1.45455 0.636364 0.5
12 -0.666667 1.33333 0.625 0.479167
13 -0.615385 1.23077 0.576923 0.442308
14 -0.714286 1.42857 0.607143 0.482143
15 -0.8 1.6 0.633333 0.516667
16 -0.875 1.75 0.65625 0.546875
17 -0.941176 1.88235 0.676471 0.573529
18 -1 2 0.694444 0.597222
19 -1.05263 2.10526 0.710526 0.618421
20 -1.1 2.2 0.725 0.6375
21 -1.14286 2.28571 0.738095 0.654762
22 -1.09091 2.18182 0.727273 0.636364
23 -1.13043 2.26087 0.73913 0.652174
24 -1.16667 2.33333 0.75 0.666667
25 -1.2 2.4 0.76 0.68
26 -1.23077 2.46154 0.769231 0.692308
27 -1.25926 2.51852 0.777778 0.703704
28 -1.28571 2.57143 0.785714 0.714286
29 -1.31034 2.62069 0.793103 0.724138
30 -1.33333 2.66667 0.8 0.733333
31 -1.35484 2.70968 0.806452 0.741935
32 -1.3125 2.625 0.78125 0.71875
33 -1.27273 2.54545 0.772727 0.704545
34 -1.29412 2.58824 0.779412 0.713235
35 -1.31429 2.62857 0.785714 0.721429
36 -1.33333 2.66667 0.791667 0.729167
37 -1.35135 2.7027 0.797297 0.736486
38 -1.31579 2.63158 0.776316 0.717105
39 -1.33333 2.66667 0.782051 0.724359
40 -1.35 2.7 0.7875 0.73125
41 -1.36585 2.73171 0.792683 0.737805
42 -1.38095 2.7619 0.797619 0.744048
43 -1.39535 2.7907 0.802326 0.75
44 -1.40909 2.81818 0.806818 0.755682
45 -1.42222 2.84444 0.811111 0.761111
46 -1.43478 2.86957 0.815217 0.766304
47 -1.44681 2.89362 0.819149 0.771277
48 -1.45833 2.91667 0.822917 0.776042
49 -1.46939 2.93878 0.826531 0.780612
50 -1.48 2.96 0.83 0.785
51 -1.4902 2.98039 0.833333 0.789216
52 -1.5 3 0.836538 0.793269
53 -1.50943 3.01887 0.839623 0.79717
54 -1.51852 3.03704 0.842593 0.800926
55 -1.52727 3.05455 0.845455 0.804545
56 -1.53571 3.07143 0.848214 0.808036
57 -1.54386 3.08772 0.850877 0.811404
58 -1.55172 3.10345 0.853448 0.814655
59 -1.55932 3.11864 0.855932 0.817797
60 -1.56667 3.13333 0.858333 0.820833
61 -1.57377 3.14754 0.860656 0.82377
62 -1.58065 3.16129 0.862903 0.826613
63 -1.5873 3.1746 0.865079 0.829365
64 -1.5625 3.125 0.859375 0.820312
65 -1.53846 3.07692 0.853846 0.811538
66 -1.54545 3.09091 0.856061 0.814394
67 -1.55224 3.10448 0.858209 0.817164
68 -1.55882 3.11765 0.860294 0.819853
69 -1.56522 3.13043 0.862319 0.822464
70 -1.57143 3.14286 0.864286 0.825
71 -1.57746 3.15493 0.866197 0.827465
72 -1.58333 3.16667 0.868056 0.829861
73 -1.58904 3.17808 0.869863 0.832192
74 -1.59459 3.18919 0.871622 0.834459
75 -1.6 3.2 0.873333 0.836667
76 -1.60526 3.21053 0.875 0.838816
77 -1.61039 3.22078 0.876623 0.840909
78 -1.61538 3.23077 0.878205 0.842949
79 -1.62025 3.24051 0.879747 0.844937
80 -1.625 3.25 0.88125 0.846875
81 -1.62963 3.25926 0.882716 0.848765
82 -1.63415 3.26829 0.884146 0.85061
83 -1.63855 3.27711 0.885542 0.85241
84 -1.64286 3.28571 0.886905 0.854167
85 -1.64706 3.29412 0.888235 0.855882
86 -1.65116 3.30233 0.889535 0.857558
87 -1.65517 3.31034 0.890805 0.859195
88 -1.63636 3.27273 0.886364 0.852273
89 -1.61798 3.23596 0.882022 0.845506
90 -1.62222 3.24444 0.883333 0.847222
91 -1.62637 3.25275 0.884615 0.848901
92 -1.63043 3.26087 0.88587 0.850543
93 -1.63441 3.26882 0.887097 0.852151
94 -1.61702 3.23404 0.87766 0.843085
95 -1.6 3.2 0.868421 0.834211
96 -1.60417 3.20833 0.869792 0.835938
97 -1.60825 3.21649 0.871134 0.837629
98 -1.61224 3.22449 0.872449 0.839286
99 -1.59596 3.19192 0.868687 0.833333
100 -1.58 3.16 0.865 0.8275
101 -1.58416 3.16832 0.866337 0.829208
102 -1.58824 3.17647 0.867647 0.830882
103 -1.59223 3.18447 0.868932 0.832524
